time,step-size,{KF}.kf.steer_angle_p,{KF}.kf.theta_p,{KF}.kf.velocity_p,{KF}.kf.x_p,{KF}.kf.y_p,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02908882086657205,10.057339611053466,0.0,0.0195163581520319,0.0,-1.9853079319000244,-0.08234548568725586
0.01,0.01,0.00940623170534969,0.01822803953661011,-9.661172107312509E-4,-1.7124701705370717,-0.06971804325724701,2.8160550910949707,-0.007747524835330005,4.693425151824951,-0.034863861758985024,0.0,0.0,0.0,0.0,0.0,-0.03490658503988664,10.062711496353147,0.0,0.0195163581520319,0.0,-1.9853079319000244,-0.08234548568725586
0.02,0.01,0.008544884103228362,0.018899284914064562,0.013400501369642725,-1.8437572380885283,-0.07579270907421794,2.8175592189788814,-0.009297029802396054,4.695932031631469,-0.04183663411078224,-3.4863861758985026E-4,0.0,0.028160550910949707,0.0,0.0,-0.03490658503988664,10.059393157958985,0.0,0.0195163581520319,0.0,-1.9853079319000244,-0.08234548568725586
0.03,0.01,0.007686609609308012,0.019181239643005454,0.026498704686432156,-1.893679599673401,-0.07810281641993362,2.7997337536819455,-0.009297029802396054,4.6943834737141925,-0.04026776033162791,-7.670049586976726E-4,-2.973305856434058E-7,0.05633614310073852,2.8160550910949706E-4,0.0,-0.03490658503988664,10.059393157958985,0.0,0.0195163581520319,0.0,-1.9853079319000244,-0.08234548568725586
0.04,0.01,0.006905788933718328,0.019350057372944537,0.03822275121764425,-1.9205734720646297,-0.07934800598855998,2.7828283983680726,-0.009297029802396054,4.6943834737141925,-0.03838511179664272,-0.0011696825620139519,-2.973305856434058E-7,0.08433348063755798,8.449669401168574E-4,-1.675045842103305E-10,-0.03490658503988664,10.059393157958985,0.0,0.0195163581520319,0.0,-1.9853079319000244,-0.08234548568725586
0.05,0.01,0.00619638179011045,0.019467358261738146,0.04850730152810377,-1.9375396848780118,-0.08013441268157186,2.7660299958459804,-0.009297029802396054,4.6943834737141925,-0.03657306258171947,-0.001553533679980379,-1.0190602803220892E-5,0.11216176462123871,0.0016883007946354592,-1.2672378792085272E-6,-0.03490658503988664,10.059393157958985,4.819252544835395E-5,0.0195163581520319,0.0032329582273007418,-1.9853079319000244,-0.08234548568725586
0.060000000000000005,0.01,0.005552454212159541,0.019554766267494722,0.058123747989877794,-1.9491736467889216,-0.08067472417654906,2.749333025455772,-0.009297029802396054,4.6943834737141925,-0.03484573255087054,-0.0019192643057975738,1.805435493750117E-5,0.1398220645796985,0.0028099183269822943,-7.618398059502286E-7,-0.03490658503988664,10.059393157958985,4.819252544835395E-5,0.019516359344116396,0.006514832760124989,-1.9852752031431884,-0.08234484686000626
0.07,0.01,0.004964402937092463,0.019622116123715262,0.06688289554073733,-1.9575284939261988,-0.08106399704623758,2.732736845480696,-0.009297029802396054,4.6943834737141925,-0.03319994473469316,-0.0022677216313062793,-1.055942424681554E-4,0.16731539483425623,0.004208138934942873,-1.0871201281594346E-6,-0.02908882086657205,10.057616319656372,4.819252544835395E-5,0.019516359344116396,0.006514832760124989,-1.9852752031431884,-0.08234484686000626
0.08,0.01,0.004426217290939169,0.019674821960652504,0.07399402207858637,-1.9637095846293178,-0.08135277593492511,2.7157433326032305,-0.007747524835330005,4.693554282506307,-0.024659114418106767,-0.002599721078653211,2.1745534478569877E-4,0.1946427632890632,0.005881255451566321,-1.227893214081782E-5,-0.02908882086657205,10.058730564117432,4.819252544835395E-5,0.019516359344116396,0.006514832760124989,-1.9852752031431884,-0.08234484686000626
0.09,0.01,0.003999439318920673,0.019716336133764865,0.0796927651361261,-1.968359193589217,-0.0815706539913986,2.699658899979443,-0.007747524835330005,4.694074263254802,-0.023165116905045576,-0.0028463122228342785,-5.629619620232162E-4,0.22180019661509548,0.007827543238050072,1.1053068725217099E-5,-0.03490658503988664,10.056629238128664,4.819252544835395E-5,0.019516393770676033,0.016225144429732552,-1.984983115616336,-0.08233914564854626
0.09999999999999999,0.01,0.0036102095000391525,0.019749105845333383,0.08637908088239185,-1.9717929365806008,-0.08173444898377816,2.6827760687069686,-0.009297029802396054,4.693093644460044,-0.02902822910802799,-0.0030779633918847343,8.410081447291718E-4,0.2487967856148899,0.010044965121696812,-3.967080902528871E-5,-0.02908882086657205,10.058699760437012,6.0347650074621395E-5,0.01951642333195979,0.01945632528732233,-1.984821398018804,-0.08233598910345792
0.10999999999999999,0.01,0.0031855752939670807,0.01977496553707725,0.09229114658796858,-1.9743602811050458,-0.08185872935627832,2.6671578615534295,-0.007747524835330005,4.694059888203939,-0.02101302649550372,-0.003368245682965014,-0.0013160396279059228,0.2756245463019596,0.012532074235391478,2.569209947093208E-5,-0.02908882086657205,10.058699760437012,1.205179600713424E-4,0.019516465819344908,0.022685960606033007,-1.9846275676838483,-0.08233220574822578
0.11999999999999998,0.01,0.002860785199696944,0.0197953501291185,0.09756733634497207,-1.976264389597697,-0.08195289994154535,2.6510612051411875,-0.007747524835330005,4.694059888203939,-0.01970675618564246,-0.0035783759479200514,0.0012808581649348134,0.3022961249174939,0.015286968221954102,-6.0610711706917125E-5,-0.03490658503988664,10.058986082077029,1.205179600713424E-4,0.0195165237748565,0.025926337419953427,-1.9844008109822489,-0.0823277796968456
0.12999999999999998,0.01,0.0025640529785980956,0.01981139816336474,0.10231908360042896,-1.9776547615410907,-0.0820238945292473,2.6351384280310715,-0.009297029802396054,4.69419350496928,-0.02573394234514201,-0.003775443509776476,-0.0013890712712873589,0.3288067369689058,0.01830901343549347,1.3803274459066988E-5,-0.03490658503988664,10.059315481185912,1.205179600713424E-4,0.0195165237748565,0.025926337419953427,-1.9844008109822489,-0.0823277796968456
0.13999999999999999,0.01,0.0022230057169053447,0.019824001560966614,0.10592831874189436,-1.9787124727961796,-0.08207838436667002,2.6193242925507123,-0.009297029802396054,4.694347224553426,-0.0248471383167881,-0.004032782933227896,7.600624409910897E-4,0.3551581212492165,0.021596327172169145,-5.659150004399187E-5,-0.03490658503988664,10.059516153335572,1.205179600713424E-4,0.0195165237748565,0.025926337419953427,-1.9844008109822489,-0.0823277796968456
0.15,0.01,0.0019050890962425604,0.019833884336731653,0.1086379366407148,-1.979517801582044,-0.08212024570388926,2.6035696501844305,-0.009297029802396054,4.6944408715566,-0.02368911091125671,-0.004281254316395778,-7.567142639447236E-4,0.3813513641747236,0.025147735414364273,-2.1540020819483873E-5,-0.02908882086657205,10.057926950454712,-9.684040105903956E-4,0.01951681379311773,0.0356546546175025,-1.9835254881877276,-0.08231069419164583
