time,step-size,{KF}.kf.x_p,{KF}.kf.y_p,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.theta_s,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02327105669325769,9.049925880432127
0.01,0.01,0.09999999962747097,0.0999999986961484,2.5339792465209956,-0.027891089407188076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02908882086657205,9.047990217208865
0.02,0.01,1.5974424877640558E-4,0.09999999729916453,2.533437260818482,-0.034863861758985024,-2.7891089407188076E-4,0.025339792465209957,0.0,0.0,0.0,0.0,0.0,-0.02908882086657205,9.050143013000488
0.03,0.01,7.991097982085194E-5,0.09999999729916453,2.5188361681610107,-0.03360876273566156,-6.27549511661731E-4,0.050674165073394783,2.5339792465209956E-4,0.0,0.0,0.0,0.0,-0.02327105669325769,9.047354364395142
0.04,0.01,3.0665835583931766E-4,0.10025339527055621,2.5028547229866027,-0.025067116604710286,-9.636371390183466E-4,0.07586252675500489,7.601395753860359E-4,-1.0846211669461972E-10,0.0,0.0,0.0,-0.02327105669325769,9.047354364395142
0.05,0.01,9.899963479256257E-4,0.10101353423669934,2.4877417059776366,-0.023554722281605517,-0.0012143083050654493,0.10089107398487092,0.0015187641144770768,-1.0514192102518725E-6,0.0,0.0,0.0,-0.02908882086657205,9.050804557800292
0.060000000000000005,0.01,0.0023100827384041622,0.10253229923546314,2.47369063179316,-0.0293994743861905,-0.0014498555278815045,0.1257684910446473,0.0025276744988149656,-2.044497635774213E-7,0.0,0.0,0.0,-0.02908882086657205,9.050327434539795
0.07,0.01,0.004450643697055057,0.10505997389554977,2.458630587044354,-0.028339511883518256,-0.0017438502717434094,0.1505053973625789,0.0037853592829839803,-7.680404768286778E-7,0.0,0.0,0.0,-0.02327105669325769,9.04774139404297
0.08,0.01,0.007595187576953322,0.10884533263742924,2.443064351914484,-0.020043763184342735,-0.002027245390578592,0.17509170323302242,0.005290370242521745,-1.2146757363849956E-5,0.0,0.0,0.0,-0.02327105669325769,9.04774139404297
0.09,0.01,0.011925995582714677,0.11413570214062929,2.428312568392218,-0.01876848514958441,-0.0022276830224220194,0.19952234675216726,0.007040980526911137,2.062649841232802E-5,0.0,0.0,0.0,-0.02327105669325769,9.04774139404297
0.09999999999999999,0.01,0.017623398802243173,0.12117668287828565,2.4136541822807307,-0.01786651580628899,-0.0024153678739178633,0.22380547243608945,0.00903466454929836,-5.773614719838728E-5,0.0,0.0,0.0,-0.02327105669325769,9.050752544403077
0.10999999999999999,0.01,0.024864758364856243,0.13021134678274393,2.399927428971208,-0.01702193397455769,-0.002594033031980753,0.24794201425889675,0.011269030906218561,7.070034410087514E-5,0.0,0.0,0.0,-0.02327105669325769,9.047520923614504
0.11999999999999998,0.01,0.03382451250217855,0.1414803760126233,2.3845406500567234,-0.016217940763274687,-0.00276425237172633,0.27194128854860883,0.013741268624365581,-1.1788626318370748E-4,0.0,0.0,0.0,-0.02327105669325769,9.048652925491332
0.12999999999999998,0.01,0.04467365052551031,0.1552216443233192,2.3704580460084075,-0.015451953734419592,-0.0029264317793590766,0.29578669504917604,0.016452126247854203,9.765349398741215E-5,0.0,0.0,0.0,-0.02327105669325769,9.048652925491332
0.13999999999999999,0.01,0.05758319841697812,0.17167377192527056,2.356150802108067,-0.014722146400072232,-0.0030809513167032723,0.3194912755092601,0.019401636482422664,-1.2453172826496528E-4,0.0,0.0,0.0,-0.02327105669325769,9.049188499450684
0.15,0.01,0.07272316189482808,0.19107540789991617,2.3420780145406357,-0.014026808482023352,-0.0032281727807039946,0.34305278353034074,0.022591655025483083,5.224272572676973E-5,-2.998613893388782E-6,0.0015209441798763206,-9.234724091050471E-10,-0.02908882086657205,9.046810712814333
0.16,0.01,0.090264149941504,0.21366706397384405,2.327275329469809,-0.02033708424581705,-0.003368440865524228,0.3664735636757471,0.026019609206909277,-8.06156907705018E-5,-2.998613893388782E-6,0.0015209441798763206,-9.234724091050471E-10,-0.02327105669325769,9.051516008377074
0.17,0.01,0.11047227121889591,0.2396866725757718,2.3145403441401324,-0.01273310551232905,-0.0035718117079823987,0.3897463169704452,0.029683721377994462,-1.3019203986087358E-5,-2.998613893388782E-6,0.0015209441798763206,-9.234724091050471E-10,-0.02327105669325769,9.04827799797058
0.18000000000000002,0.01,0.13339971844106913,0.26937039475888014,2.299670049249495,-0.011817936721267283,-0.003699142763105689,0.4128917204118465,0.03358094835023615,-5.5927082453353405E-5,-2.998613893388782E-6,0.0015209441798763206,-9.234724091050471E-10,-0.02327105669325769,9.04827799797058
0.19000000000000003,0.01,0.1592071047052741,0.3029513442888856,2.285782807184654,-0.011244946973212475,-0.003817322130318362,0.4358884209043415,0.0377098614077493,-5.007541919406868E-5,-6.715238011298156E-5,0.01141240931756968,-2.400279048234379E-7,-0.02327105669325769,9.043198347091677
0.20000000000000004,0.01,0.188051737844944,0.3406612053513527,2.2705624846430648,-0.010713139820755446,-0.003929771600050487,0.45874624897618804,0.042068724781672104,-6.355263412678478E-5,-9.155124579054844E-5,0.01394263644642896,-4.099386790081752E-7,-0.02908882086657205,9.045035381317138
