time,step-size,{controller}.c.acceleration,{controller}.c.desired_angle,{controller}.c.steer_angle_vel,{lidar}.l.angle,{lidar}.l.distance,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y
0.0,0.0,0.0,0.0,0.0,-0.02327105669325769,9.047158603668214,0.0,0.0,0.0,0.0,0.0
0.01,0.01,2.5332044090270998,-0.006198019868264017,-0.027891089407188076,-0.02908882086657205,9.04860686302185,0.0,0.0,0.0,0.0,0.0
0.02,0.01,2.5336099216461183,-0.007747524835330005,-0.034863861758985024,-0.02908882086657205,9.04860686302185,-2.7891089407188076E-4,0.0,0.025332044090270997,0.0,0.0
0.03,0.01,2.518410695191956,-0.007747524835330005,-0.03360876273566156,-0.02908882086657205,9.04860686302185,-6.27549511661731E-4,2.5332044090271E-4,0.05066814330673218,2.5332044090271E-4,0.0
0.04,0.01,2.503209035662079,-0.007747524835330005,-0.03203988895650724,-0.02908882086657205,9.04860686302185,-9.636371390183466E-4,7.600018577128425E-4,0.07585225025865173,7.600018577128425E-4,1.2835276264907144E-7
0.05,0.01,2.4880985714909274,-0.007747524835330005,-0.03052749463340246,-0.02327105669325769,9.048565216064452,-0.001284036028583419,0.001518524211776292,0.10088434061527253,0.001518524211776292,-3.4632202726041386E-7
0.060000000000000005,0.01,2.4730676561288827,-0.006198019868264017,-0.02211292727856269,-0.02327105669325769,9.04650294303894,-0.0015893109749174437,0.0025273647918948624,0.1257653263301818,0.0025273647918948624,2.0415732508783603E-6
0.07,0.01,2.4575616282527943,-0.006198019868264017,-0.02073919002005958,-0.02908882086657205,9.046465892791748,-0.0018104402477030707,0.003785015586222098,0.15049600289147064,0.003785015586222098,4.533604909251525E-6
0.08,0.01,2.4427128482468072,-0.007747524835330005,-0.026716880644321206,-0.02908882086657205,9.046465892791748,-0.0020178321479036665,0.005289965044287509,0.17507161917399858,0.005289965044287509,-1.1070776361322012E-6
0.09,0.01,2.4279674784772904,-0.007747524835330005,-0.025783617093418525,-0.02908882086657205,9.046465892791748,-0.0022850009543468786,0.007040187495627776,0.19949874765646664,0.007040187495627776,4.046881495835394E-5
