time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.744843616485596,0.0,-0.006863676011562348,0.0,-9.500669479370115,-0.11843323707580566
0.01,0.01,3.568556212615967,0.0,5.947593687693279,0.0,0.0,0.0,0.0,12.750452718734742,0.0,-0.006863676011562348,0.0,-9.500669479370115,-0.11843323707580566
0.02,0.01,3.570126761245728,0.0,5.95021126874288,0.0,0.0,0.03568556212615967,0.0,12.749198894500733,0.0,-0.006863676011562348,0.0,-9.500669479370115,-0.11843323707580566
0.03,0.01,3.5483643531845095,0.0,5.949626150767009,0.0,0.0,0.07138682973861696,0.0,12.749551334381104,0.0,-0.006863676011562348,0.0,-9.500669479370115,-0.11843323707580566
0.04,0.01,3.5270422757835393,0.0,5.949790622711182,0.0,0.0,0.10687047327046206,0.0,12.749551334381104,0.0,-0.006863676011562348,0.0,-9.500669479370115,-0.11843323707580566
0.05,0.01,3.505752089664432,0.0,5.949790622711182,0.0,0.0,0.14214089602829746,0.0,12.749551334381104,0.004666822740730936,-0.006863676011562348,-2.613856249111812E-4,-9.500669479370115,-0.11843323707580566
0.060000000000000005,0.01,3.484589836009731,0.0,5.949790622711182,0.0,0.0,0.1771984169249418,0.0,12.749551334381104,0.004666822740730936,-0.006863676011562348,-2.613856249111812E-4,-9.500669479370115,-0.11843323707580566
0.07,0.01,3.4635553234717444,0.0,5.949790622711182,0.0,0.0,0.2120443152850391,0.0,12.747786960601807,0.004666822740730936,-0.006863676011562348,-2.613856249111812E-4,-9.500669479370115,-0.11843323707580566
0.08,0.01,3.442153759797483,0.0,5.948967248280844,0.0,0.0,0.24667986851975654,0.0,12.760249452590942,0.004666822740730936,-0.006863676011562348,-2.613856249111812E-4,-9.500669479370115,-0.11843323707580566
0.09,0.01,3.4248619256136097,0.0,5.954783077875773,0.0,0.0,0.2811014061177314,0.0,12.758816146850586,0.01242326938351468,-0.006864043581582947,-0.0013006791216407798,-9.500695503643264,-0.1184330584484916
0.09999999999999999,0.01,3.4038076774475257,0.0,5.954114201863607,0.0,0.0,0.31535002537386747,0.0,12.7566690158844,0.01242326938351468,-0.006864043581582947,-0.0013006791216407798,-9.500695503643264,-0.1184330584484916
0.10999999999999999,0.01,3.382657309223311,0.0,5.95311220741272,0.0,0.0,0.3493881021483427,0.0,12.7566690158844,0.01242326938351468,-0.006864043581582947,-0.0013006791216407798,-9.500695503643264,-0.1184330584484916
0.11999999999999998,0.01,3.3622344631586265,0.0,5.95311220741272,0.0,0.0,0.38321467524057584,0.0,12.734418077468872,0.01242326938351468,-0.0068535493976840285,0.06982872825568309,-9.50038262394384,-0.1184352063515372
0.12999999999999998,0.01,3.3357082565469383,0.0,5.94272843615214,0.0,0.0,0.4168370198721621,0.0,12.734418077468872,0.01242326938351468,-0.0068535493976840285,0.06982872825568309,-9.50038262394384,-0.1184352063515372
0.13999999999999999,0.01,3.3155348497679866,0.0,5.94272843615214,0.0,0.0,0.45019410243763147,0.0,12.74452703475952,0.01864569970448926,-0.006782548591334482,0.14124920492798454,-9.498627777177491,-0.11844720570194776
0.15,0.01,3.2983511082700865,0.0,5.947445949554442,0.0,0.0,0.48334945093531134,0.0,12.726334056854247,0.01864569970448926,-0.006782548591334482,0.14124920492798454,-9.498627777177491,-0.11844720570194776
0.16,0.01,3.273363865358002,0.0,5.938955893198648,0.0,0.0,0.5163329620180122,0.0,12.726334056854247,0.01864569970448926,-0.006782548591334482,0.14124920492798454,-9.498627777177491,-0.11844720570194776
0.17,0.01,3.2535737587083817,0.0,5.938955893198648,0.0,0.0,0.5490666006715922,0.0,12.726334056854247,0.02018723408026446,-0.006504860981720264,0.2480237543599597,-9.49332614465823,-0.1184827121881792
0.18000000000000002,0.01,3.2339335755162337,0.0,5.938955893198648,0.0,0.0,0.581602338258676,0.0,12.747196283340454,0.021740249228106023,-0.006353240310749469,0.28328655256399005,-9.490846494143128,-0.11849884219756802
0.19000000000000003,0.01,3.220253556380121,0.0,5.9486915988922116,0.0,0.0,0.6139416740138384,0.0,12.749424839019776,0.02795745764952784,-0.0061662959706565105,0.31863260104279023,-9.488007609944004,-0.11851687855377124
0.20000000000000004,0.01,3.2014739505172343,0.0,5.949731591542562,0.0,0.0,0.6461442095776396,0.0,12.755891199111938,0.02795745764952784,-0.005941903128432553,0.3536190209649104,-9.484827804700666,-0.11853648642254934
0.21000000000000005,0.01,3.183963010004759,0.0,5.952749226252238,0.0,0.0,0.6781589490828119,0.0,12.758579292297362,0.02795745764952784,-0.005941903128432553,0.3536190209649104,-9.484827804700666,-0.11853648642254934
0.22000000000000006,0.01,3.165506832393574,0.0,5.9540036697387695,0.0,0.0,0.7099985791828596,0.0,12.758579292297362,0.02795745764952784,-0.005941903128432553,0.3536190209649104,-9.484827804700666,-0.11853648642254934
0.23000000000000007,0.01,3.146403054333546,0.0,5.9540036697387695,0.0,0.0,0.7416536475067953,0.0,12.758579292297362,0.02795745764952784,-0.005941903128432553,0.3536190209649104,-9.484827804700666,-0.11853648642254934
0.24000000000000007,0.01,3.1274100133391847,0.0,5.9540036697387695,0.0,0.0,0.7731176780501308,0.0,12.758579292297362,0.035726014655104166,-0.0045916450851070725,0.4934199543666265,-9.468531420044018,-0.118625499419793
0.25000000000000006,0.01,3.1085315950131833,0.0,5.9540036697387695,0.0,0.0,0.8043917781835226,-0.005817764173314366,12.743544330596924,0.035726014655104166,-0.0045916450851070725,0.4934199543666265,-9.468531420044018,-0.118625499419793
0.26000000000000006,0.01,3.085557345657025,-0.001549504967065989,5.946987354278565,-0.006972772351796951,0.0,0.8354770941336545,-0.005817764173314366,12.765511493682862,0.035726014655104166,-0.0045916450851070725,0.4934199543666265,-9.468531420044018,-0.118625499419793
0.2700000000000001,0.01,3.0730569617510084,-0.001549504967065989,5.957238697052002,-0.006972772351796951,-6.972772351796951E-5,0.8663326675902248,-0.005817764173314366,12.71511721611023,0.035726014655104166,-0.0045916450851070725,0.4934199543666265,-9.468531420044018,-0.118625499419793
0.2800000000000001,0.01,3.040433219956729,-0.001549504967065989,5.933721367518107,-0.006658997595966088,-1.3945544703593903E-4,0.8970632372077348,-0.005817764173314366,12.71511721611023,0.035726014655104166,-0.0045916450851070725,0.4934199543666265,-9.468531420044018,-0.118625499419793
0.2900000000000001,0.01,3.021994878186223,-0.001549504967065989,5.933721367518107,-0.0063452228401352255,-2.060454229955999E-4,0.9274675694073021,-0.005817764173314366,12.71511721611023,0.04194655620390009,-0.0026478690583112093,0.664484389566891,-9.44048191449681,-0.11862550667098372
0.3000000000000001,0.01,3.0037522788664828,-0.001549504967065989,5.933721367518107,-0.0060455679483167515,-2.6949765139695216E-4,0.9576875181891643,-0.005817764173314366,12.734455108642578,0.04194655620390009,-0.0026478690583112093,0.664484389566891,-9.44048191449681,-0.11862550667098372
0.3100000000000001,0.01,2.991034919506423,-0.001549504967065989,5.942745717366536,-0.005760032920510667,-3.2995333088011965E-4,0.9877250409778291,-0.011635528346628732,12.721342582702636,0.04194655620390009,-0.0026478690583112093,0.664484389566891,-9.44048191449681,-0.11862550667098372
