time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5649785626215822,5.645539932250976,0.0,0.0,0.0,0.0,0.0
0.01,0.01,1.5807511810302735,0.4168168361407558,2.6345853017171224,1.875675762633401,0.0,0.0,1.5649785626215822,5.645539932250976,0.0,0.0,0.0,0.0,0.0
0.02,0.01,1.5807511810302735,0.4168168361407558,2.6345853017171224,1.875675762633401,0.01875675762633401,0.015807511810302734,1.5649785626215822,5.645539932250976,0.0,0.0,0.0,0.0,0.0
0.03,0.01,1.5712666739440917,0.4168168361407558,2.6345853017171224,1.7912703533148981,0.03751351525266802,0.03161502362060547,1.5649785626215822,5.645539932250976,0.0,0.0,0.0,0.0,0.0
0.04,0.01,1.5617821668579102,0.4168168361407558,2.6345853017171224,1.7068649439963952,0.05542621878581701,0.04732769036004639,1.5649785626215822,5.645539932250976,0.0,0.0,0.0,0.0,0.0
0.05,0.01,1.5523545668142453,0.4168168361407558,2.6345853017171224,1.6262577780972247,0.07249486822578097,0.06294551202862549,1.5649785626215822,5.639680089950562,0.0,0.0,0.0,0.0,0.0
0.060000000000000005,0.01,1.541343117968982,0.4168168361407558,2.6318507086435954,1.5494488556173867,0.08875744600675321,0.07846905769676794,1.5649785626215822,5.639680089950562,0.0,0.0,0.0,0.0,0.0
0.07,0.01,1.5320289905680964,0.4168168361407558,2.6318507086435954,1.4762672556030116,0.10425193456292708,0.09388248887645777,1.5649785626215822,5.639680089950562,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.08,0.01,1.5227809318602825,0.4168168361407558,2.6318507086435954,1.4065420571002294,0.1190146071189572,0.10920277878213873,1.5649785626215822,5.639680089950562,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.09,0.01,1.513588757916874,0.4168168361407558,2.6318507086435954,1.340110030598094,0.1330800276899595,0.12443058810074155,1.5649785626215822,5.639680089950562,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.09999999999999999,0.01,1.5044520723257122,0.4168168361407558,2.6318507086435954,1.2768156380285833,0.14648112799594043,0.1395664756799103,1.5649785626215822,5.639680089950562,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.10999999999999999,0.01,1.4953705397782109,0.4168168361407558,2.6318507086435954,1.2165106866516693,0.15924928437622626,0.15461099640316742,1.5649785626215822,5.6453800296783445,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.11999999999999998,0.01,1.4879398104680361,0.4168168361407558,2.634510680516561,1.159053982940383,0.17141439124274296,0.1695647018009495,1.5649785626215822,5.6448800754547115,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.12999999999999998,0.01,1.4788276000467493,0.4168168361407558,2.634277368545532,1.1043110020410578,0.1830049310721468,0.18444409990562988,1.5649785626215822,5.6448800754547115,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.13999999999999999,0.01,1.469899961183941,0.4168168361407558,2.634277368545532,1.0521535728087406,0.19404804109255738,0.19923237590609738,1.5649785626215822,5.637539958953857,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.15,0.01,1.4589717629634216,0.4168168361407558,2.6308519808451334,1.002459577716893,0.20456957682064478,0.21393137551793678,1.5649785626215822,5.637539958953857,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.16,0.01,1.4501523631963178,0.4168168361407558,2.6308519808451334,0.9551126669404997,0.21459417259781371,0.228521093147571,1.5649785626215822,5.637539958953857,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.17,0.01,1.4413985326185372,0.4168168361407558,2.6308519808451334,0.9100019859432394,0.2241452992672187,0.24302261677953418,1.5649785626215822,5.637539958953857,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.18000000000000002,0.01,1.4326976184393594,0.4168168361407558,2.6308519808451334,0.8670219159309169,0.2332453191266511,0.25743660210571956,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.19000000000000003,0.01,1.4242676167547568,0.4168168361407558,2.6312159633636476,0.8260718265634712,0.2419155382859603,0.27176357829011316,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.20000000000000004,0.01,1.4156714310441207,0.4168168361407558,2.6312159633636476,0.7870558403465798,0.25017625655159503,0.2860062544576607,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.21000000000000005,0.01,1.407125825343592,0.4168168361407558,2.6312159633636476,0.7498826081512235,0.2580468149550608,0.3001629687681019,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.22000000000000006,0.01,1.3986317967573274,0.4168168361407558,2.6312159633636476,0.7144650953356275,0.2655456410365731,0.3142342270215378,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
0.23000000000000007,0.01,1.3901890418052658,0.4168168361407558,2.6312159633636476,0.6807203779688223,0.27269029198992933,0.3282205449891111,1.5649785626215822,5.6383199214935305,0.4168170094490051,0.0,2.6829800605773926,0.0,0.0
