time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbit}.r.angle,{rabbit}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,14.668359537124632
0.01,0.01,4.107140670394897,1.575846551506129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.890239458084109
0.02,0.01,4.44926704826355,1.575846551506129,0.01575846551506129,0.04107140670394897,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.890239458084109
0.03,0.01,4.424624204241181,1.5049334566883532,0.03151693103012258,0.08556407718658449,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.890239458084109
0.04,0.01,4.397928601951599,1.4340203618705774,0.046566265597006114,0.1298103192289963,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.892539520263671
0.05,0.01,4.3720248741364305,1.3662983563196016,0.060906469215711884,0.17378960524851228,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.892539520263671
0.060000000000000005,0.01,4.345637302524721,1.3017674400354258,0.0745694527789079,0.2175098539898766,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.892539520263671
0.07,0.01,4.319405153279901,1.2402840140010434,0.08758712717926216,0.2609662270151238,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.892539520263671
0.08,0.01,4.2933313294647535,1.1817044791994493,0.0999899673192726,0.3041602785479228,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.892539520263671
0.09,0.01,4.267414898545074,1.1258916985694025,0.11180701211126709,0.3470935918425704,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.893879489898682
0.09999999999999999,0.01,4.242030102066089,1.072714997005427,0.12306592909696111,0.3897677408280211,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,19.55945930480957
0.10999999999999999,0.01,5.242787960849868,1.022049870569804,0.13379307906701537,0.43218804184868204,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,19.55945930480957
0.11999999999999998,0.01,5.2173357802374705,0.9737776957045599,0.14401357777271342,0.4846159214571807,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,19.55945930480957
0.12999999999999998,0.01,5.185879052472372,0.9277854515289186,0.15375135472975904,0.5367892792595554,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,19.56459930419922
0.13999999999999999,0.01,5.156014237620048,0.8839654552222134,0.1630292092450482,0.5886480697842792,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,14.6710595703125
0.15,0.01,3.754707837816933,0.8422151099034121,0.17186886379727034,0.6402082121604796,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,14.6710595703125
0.16,0.01,3.723771752391212,0.8024366644184124,0.18029101489630447,0.6777552905386489,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,14.6710595703125
0.17,0.01,3.701243505364311,0.7645369844727589,0.1883153815404886,0.714993008062561,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,14.6710595703125
0.18000000000000002,0.01,3.6789008748499636,0.7284273345739303,0.19596075138521618,0.7520054431162042,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.891539497375488
0.19000000000000003,0.01,3.998427793395414,0.6940231702726563,0.2032450247309555,0.7887944518647039,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,18.330939378738403
0.20000000000000004,0.01,4.65938635492793,0.6612439402168293,0.21018525643368205,0.828778729798658,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,18.330939378738403
0.21000000000000005,0.01,4.635395788167559,0.6300128975545598,0.21679769583585035,0.8753725933479373,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,18.330939378738403
0.22000000000000006,0.01,4.60743947003799,0.6002569202448025,0.22309782481139595,0.9217265512296129,0.0,0.0,0.0,0.0,0.0,1.3148147031690618,15.895899477005004
