time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbit}.r.angle,{rabbit}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003682648862692872,0.03432198986411095,0.002473578289468037,-2.9120826721191406,-0.37918591499328613,0.005817764173314366,10.458665781021118
0.01,0.01,2.928426418685913,0.006972772351796951,0.0,0.0,0.0,0.0,0.003682648862692872,0.034322045170243,0.0050110651584844845,-2.912057608486533,-0.3791850544215977,0.005817764173314366,10.458665781021118
0.02,0.01,2.928426418685913,0.006972772351796951,6.972772351796951E-5,0.02928426418685913,0.0,0.0,0.003682648862692872,0.034322045170243,0.0050110651584844845,-2.912057608486533,-0.3791850544215977,0.005817764173314366,10.458665781021118
0.03,0.01,2.9108558601737977,0.006658997595966088,1.3945544703593903E-4,0.05856852837371826,2.928426418685913E-4,0.0,0.003682648862692872,0.034322045170243,0.0050110651584844845,-2.912057608486533,-0.3791850544215977,0.005817764173314366,10.458665781021118
0.04,0.01,2.893285301661682,0.0063452228401352255,2.060454229955999E-4,0.08767708697545623,8.785279256057728E-4,3.6218215318749754E-11,0.003682648862692872,0.034322045170243,0.0050110651584844845,-2.912057608486533,-0.3791850544215977,0.005817764173314366,10.458619441986084
0.05,0.01,2.8758071915708294,0.0060455679483167515,2.6949765139695216E-4,0.11660993999207306,0.0017552987654266155,2.291432362175381E-7,0.004623057768109451,0.03432504746298873,0.014993633021447296,-2.911708638501739,-0.3791730720624338,0.005817764173314366,10.45981478691101
0.060000000000000005,0.01,2.858782176339839,0.005760032920510667,3.2995333088011965E-4,0.14536801190778134,0.002921398163334884,1.606344014896616E-7,0.004623057768109451,0.034327055782204796,0.04433655403755665,-2.9115584905308984,-0.3791679162011553,0.005817764173314366,10.45890733718872
0.07,0.01,2.8412732472681728,0.005487982362836412,3.8755366008522634E-4,0.17395583367117973,0.004375078282066623,1.9235451960633187E-7,0.004623057768109451,0.034327055782204796,0.04433655403755665,-2.9115584905308984,-0.3791679162011553,0.005817764173314366,10.45890733718872
0.08,0.01,2.8241205542101335,0.005228780881413432,4.4243348371359045E-4,0.20236856614386145,0.006114635626417661,2.0504551297291457E-6,0.004623057768109451,0.034327055782204796,0.04433655403755665,-2.9115584905308984,-0.3791679162011553,0.005817764173314366,10.45890733718872
0.09,0.01,2.8070729147265245,0.0049818216750857945,4.947212925277247E-4,0.23060977168596278,0.008138318300154043,-1.4269478404248482E-6,0.0046895873764951634,0.034357571021622756,0.13187908074672805,-2.9093559052543907,-0.37909225721734857,0.005817764173314366,10.45890733718872
0.09999999999999999,0.01,2.790128191401264,0.004746526535422189,5.445395092785827E-4,0.258680500833228,0.010444404435907106,5.881553557841597E-6,0.004756212242642555,0.0343763107797402,0.16100292167169528,-2.908037202680722,-0.3790469319639924,0.005817764173314366,10.460297451019288
0.10999999999999999,0.01,2.773674985785464,0.00452234456004333,5.920047746328045E-4,0.28658178274724067,0.013031195396223518,-2.6436302094433364E-6,0.005001932643888152,0.03440024331311557,0.19086083521727917,-2.9063766808838514,-0.37898982685458654,0.005817764173314366,10.457994623184204
0.11999999999999998,0.01,2.756289424843233,0.0043087508659493306,6.372282202332379E-4,0.3143185326050953,0.015896992134920764,8.350583309093975E-6,0.005001932643888152,0.034427375414190914,0.21902732458733,-2.904519729428981,-0.3789259220629147,0.005817764173314366,10.461451807022094
0.12999999999999998,0.01,2.740615386403129,0.00410524536074738,6.803157288927312E-4,0.3418814268535276,0.019040166720853638,1.337561995708455E-7,0.005001932643888152,0.034427375414190914,0.21902732458733,-2.904519729428981,-0.3789259220629147,0.005817764173314366,10.465426120758057
0.13999999999999999,0.01,2.725190457700139,0.0039113515717796605,7.213681825002051E-4,0.3692875807175589,0.022458971758211085,8.078520496075535E-6,0.005001932643888152,0.034427375414190914,0.21902732458733,-2.904519729428981,-0.3789259220629147,0.005817764173314366,10.465426120758057
0.15,0.01,2.70874676538172,0.003726615530546028,7.604816982180017E-4,0.3965394852945603,0.026151846556155083,5.348331339859165E-6,0.005206498510072488,0.03453827154538098,0.30465252575282875,-2.897122516481354,-0.3786708860499234,0.005817764173314366,10.465426120758057
0.16,0.01,2.69239562263552,0.003550604709815943,7.97747853523462E-4,0.4236269529483775,0.030117239872049253,8.839753590776447E-6,0.005206498510072488,0.034584938670877,0.3329011058165747,-2.8940770125284287,-0.3785656577620755,0.005817764173314366,10.46330129623413
0.17,0.01,2.6755481911765298,0.003382907010941372,8.332539006216214E-4,0.45055090917473267,0.034353509282355546,9.844609715170074E-6,0.005206498510072488,0.034584938670877,0.3329011058165747,-2.8940770125284287,-0.3785656577620755,0.005817764173314366,10.46293272972107
0.18000000000000002,0.01,2.6592906188170597,0.0032231297989996546,8.670829707310351E-4,0.47730639108649797,0.03885901784547932,1.2027139477185471E-5,0.005206498510072488,0.034584938670877,0.3329011058165747,-2.8940770125284287,-0.3785656577620755,0.005817764173314366,10.45560817718506
0.19000000000000003,0.01,2.641186454959918,0.003070898983507293,8.993142687210317E-4,0.5038992972746685,0.043632081268927446,1.4184207707332372E-5,0.005206498510072488,0.034584938670877,0.3329011058165747,-2.8940770125284287,-0.3785656577620755,0.005817764173314366,10.44984998703003
0.20000000000000004,0.01,2.6236184180036073,0.0029258581425523084,9.300232585561046E-4,0.5303111618242677,0.04867107364231088,1.664192495517798E-5,0.005386855763975573,0.034754152850769035,0.41643551052760586,-2.8832563447155946,-0.3781906704123882,0.005817764173314366,10.44984998703003
0.21000000000000005,0.01,2.6077712992738475,0.00278766768829448,9.592818399816276E-4,0.5565473460043038,0.05397418456699463,1.9354127071294342E-5,0.005386855763975573,0.03489147750591634,0.4704654450050611,-2.8746566279501375,-0.3778913799814423,0.005817764173314366,10.44984998703003
0.22000000000000006,0.01,2.5920295887658265,0.0026560040718796264,9.871585168645725E-4,0.5826250589970423,0.059539657224903966,2.2342187824816058E-5,0.005386855763975573,0.03489147750591634,0.4704654450050611,-2.8746566279501375,-0.3778913799814423,0.005817764173314366,10.445678100585935
0.23000000000000007,0.01,2.5752148327658366,0.002530559025906374,0.0010137185575833688,0.6085453548847006,0.0653659068930768,2.561957194942044E-5,0.005386855763975573,0.03489147750591634,0.4704654450050611,-2.8746566279501375,-0.3778913799814423,0.005817764173314366,10.440450477600098
0.24000000000000007,0.01,2.558198920797207,0.002411038842671791,0.0010390241478424327,0.634297503212359,0.07145135938822295,2.9200702225816394E-5,0.00549474804446437,0.03513339407533837,0.5500790511866285,-2.8597508911983622,-0.3773698882642684,0.005817764173314366,10.444766502380372
0.25000000000000006,0.01,2.543956118739089,0.0022971636865060036,0.0010631345362691505,0.6598794924203311,0.0777943332216221,3.3100312059111134E-5,0.00549474804446437,0.03513339407533837,0.5759943830458383,-2.8542545490902533,-0.3771767036183007,0.005817764173314366,10.446725397109985
0.26000000000000006,0.01,2.5291554157385967,0.002188666938585774,0.0010861061731342106,0.6853190536077219,0.08439312678799367,3.733352650912315E-5,0.00549474804446437,0.03513339407533837,0.5759943830458383,-2.8542545490902533,-0.3771767036183007,0.005817764173314366,10.446725397109985
