time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3613568165555772,12.14829319000244,0.0,1.6866027182540146,0.0,3.416287413908672,-0.94994710141437
0.01,0.01,3.401522093200683,0.3625841622934456,5.669203488667805,1.631628730320505,0.0,0.0,1.3613568165555772,12.149906492233276,0.0,1.6866027182540146,0.0,3.416287413908672,-0.94994710141437
0.02,0.01,3.401973817825317,0.3625841622934456,5.669956363042195,1.631628730320505,0.01631628730320505,0.03401522093200683,1.3613568165555772,12.145525617599487,0.0,1.6866027182540146,0.0,3.416287413908672,-0.94994710141437
0.03,0.01,3.3803380403686525,0.3625841622934456,5.667911954879761,1.5582054374560823,0.0326325746064101,0.06803495911026,1.3613568165555772,12.145525617599487,0.0,1.6866027182540146,0.0,3.416287413908672,-0.94994710141437
0.04,0.01,3.359926197461701,0.3625841622934456,5.667911954879761,1.4847821445916596,0.048214628980970925,0.10183833951394652,1.3613568165555772,12.145525617599487,0.0,1.6866027182540146,0.0,3.416287413908672,-0.94994710141437
0.05,0.01,3.3396441692194885,0.3625841622934456,5.667911954879761,1.414662899906136,0.06306245042688752,0.13543760148856354,1.3613568165555772,12.145525617599487,0.01628318139073938,1.6866027182540146,-0.003893862010883709,3.416287413908672,-0.94994710141437
0.060000000000000005,0.01,3.3194846120347186,0.3625841622934456,5.667911954879761,1.3478477033995113,0.07720907942594887,0.16883404318075843,1.3613568165555772,12.146111497879028,0.01628318139073938,1.6866027175165006,-0.007820313691418335,3.4162919502887408,-0.949986098248178
0.07,0.01,3.2996107934976733,0.3625841622934456,5.66818536567688,1.284187872903735,0.09068755645994399,0.2020288893011056,1.3613568165555772,12.14602123260498,0.01628318139073938,1.6866027175165006,-0.007820313691418335,3.4162919502887408,-0.949986098248178
0.08,0.01,3.2796686115487304,0.3625841622934456,5.668143241882324,1.2235347262507572,0.10352943518898133,0.23502499723608233,1.3613568165555772,12.149155626296997,0.01628318139073938,1.6866027175165006,-0.007820313691418335,3.4162919502887408,-0.949986098248178
0.09,0.01,3.2607485770215097,0.3625841622934456,5.6696059589385985,1.165746271970089,0.11576478245148891,0.26782168335156964,1.3613568165555772,12.135281991958616,0.01628318139073938,1.6866136542359726,0.05620362244957988,3.4162887774077046,-0.9499588226709804
0.09999999999999999,0.01,3.237185947737471,0.3625841622934456,5.6631315962473545,1.110687209288805,0.1274222451711898,0.30042916912178474,1.3613568165555772,12.150055294036866,0.032589739996459435,1.6866691967004173,0.09025492172299464,3.4162237689714523,-0.9494000331483184
0.10999999999999999,0.01,3.221757980857252,0.3625841622934456,5.670025803883871,1.058228627050151,0.13852911726407785,0.33280102859915944,1.3613568165555772,12.150055294036866,0.11276990290630008,1.6868035130203516,0.12439949667209048,3.4161190388467007,-0.9485002454386824
0.11999999999999998,0.01,3.202334865170827,0.3625841622934456,5.670025803883871,1.0082477026321548,0.14911140353457936,0.365018608407732,1.3613568165555772,12.154265155792237,0.11276990290630008,1.687054181291614,0.15901531655658374,3.415972526867597,-0.9472429599467528
0.12999999999999998,0.01,3.184183078577187,0.3625841622934456,5.671990406036377,0.9606274144148981,0.1591938805609009,0.39704195705944023,1.3613568165555772,12.163355541229247,0.11276990290630008,1.687054181291614,0.15901531655658374,3.415972526867597,-0.9472429599467528
0.13999999999999999,0.01,3.167514377308525,0.3625841622934456,5.676232585906982,0.9152562677964511,0.16880015470504986,0.4288837878452121,1.3613568165555772,12.15545184135437,0.11276990290630008,1.687054181291614,0.15901531655658374,3.415972526867597,-0.9472429599467528
0.15,0.01,3.1461962428720964,0.3625841622934456,5.6725441926320395,0.8720280341477807,0.17795271738301438,0.4605589316182973,1.3555390523822628,12.164529666900634,0.11276990290630008,1.687054181291614,0.15901531655658374,3.415972526867597,-0.9472429599467528
0.16,0.01,3.1297329477611995,0.3610346573263796,5.676780511220296,0.8238687297451436,0.1866729977244922,0.49202089404701826,1.3555390523822628,12.164529666900634,0.18286249271073185,1.6897910071114248,0.2929070473618438,3.4149987187252746,-0.938968123545103
0.17,0.01,3.1108557703039668,0.3610346573263796,5.676780511220296,0.7846274682084935,0.19491168502194364,0.5233182235246303,1.3555390523822628,12.164529666900634,0.18286249271073185,1.6897910071114248,0.2929070473618438,3.4149987187252746,-0.938968123545103
0.18000000000000002,0.01,3.0920773726173993,0.3610346573263796,5.676780511220296,0.7475533753699619,0.20275795970402857,0.55442678122767,1.3555390523822628,12.164758434295656,0.18286249271073185,1.6897910071114248,0.2929070473618438,3.4149987187252746,-0.938968123545103
0.19000000000000003,0.01,3.0734762928661814,0.3610346573263796,5.676887269337973,0.7122451393005798,0.21023349345772818,0.5853475549538439,1.3497212882089484,12.146367750167848,0.18286249271073185,1.6897910071114248,0.2929070473618438,3.4149987187252746,-0.938968123545103
0.20000000000000004,0.01,3.049774437074691,0.3594851523593136,5.668304950078329,0.6716324650571344,0.21735594485073398,0.6160823178825058,1.3439035240356336,12.14937156677246,0.23243501427321345,1.6966726456400696,0.4257225049228808,3.413337782191859,-0.9253511313473934
