time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{kf}.kf.steer_angle_p,{kf}.kf.theta_p,{kf}.kf.velocity_p,{kf}.kf.x_p,{kf}.kf.y_p,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbit}.r.angle,{rabbit}.r.distance
0.09999999999999999,0.01,2.4132673875621733,-0.017972599756600465,0.004045795188979888,3.5791975552613406E-4,0.07794185935897144,7.123118785886881E-4,6.994399443000247E-5,-0.002462471939030785,0.001757883876947371,0.22377450235822702,0.00903279384509102,-6.439284631587262E-5,-0.001029332942530381,0.0,0.025296193869280614,0.0,0.0,-0.02327105669325769,9.050764207839968
0.10999999999999999,0.01,2.3999492767802546,-0.016809965681549546,0.0036642926786565125,3.5587307908559597E-4,0.08497911684035886,8.924311599318234E-4,5.770697372062905E-5,-0.0026421979365967895,-0.0030151973479863926,0.24790717623384875,0.011265837544518677,8.05851762036177E-5,-0.001029332942530381,0.0,0.025296193869280614,0.0,0.0,-0.02908882086657205,9.047869310379028
0.11999999999999998,0.01,2.3846591011658185,-0.02297397104429947,0.003314438468497297,3.5462206666321647E-4,0.09040929922142364,0.0010646123373984355,4.8566857201406295E-5,-0.002810297593412285,0.003931142295541834,0.2719066690016513,0.013735825291470265,-1.3144626658983117E-4,-0.001029332942530381,0.0,0.025296193869280614,0.0,0.0,-0.02327105669325769,9.046968479156494
0.12999999999999998,0.01,2.3700071727628274,-0.015244750236832794,0.0029234752437036246,3.5385105954296336E-4,0.09455620611003594,0.0012234895595618772,4.1730675879961626E-5,-0.0030400373038552797,-0.0045906640576273295,0.2957532600133095,0.016443993927603706,1.1175386297526785E-4,-0.0020311597620792377,-3.6994993045271848E-6,0.10083566774102336,0.00151740038025475,-1.1473562853551863E-9,-0.02327105669325769,9.04867992401123
0.13999999999999999,0.01,2.3561784227151588,-0.014210921539839319,0.002587155565608227,3.5254733109858966E-4,0.11440255480831975,0.0019606147825331926,3.9275860556775775E-5,-0.0031924848062236076,0.004070243750175721,0.31945333174093776,0.019390951695589527,-1.3812409635300036E-4,-0.0020311597620792377,-3.6994993045271848E-6,0.10083566774102336,0.00151740038025475,-1.1473562853551863E-9,-0.02908882086657205,9.045210046768188
0.15,0.01,2.34098681405053,-0.020497680130978788,0.002277382648831678,3.5160174553653387E-4,0.1297564894343494,0.002620582092508964,3.824846036983801E-5,-0.003334594021622001,-0.0033952957216623683,0.34301511596808937,0.02257923700859534,6.157537512849586E-5,-0.0020311597620792377,-3.6994993045271848E-6,0.10083566774102336,0.00151740038025475,-1.1473562853551863E-9,-0.02908882086657205,9.04478879928589
0.16,0.01,2.326731794219196,-0.01985818866168602,0.0019218679874419473,3.5090420402960617E-4,0.1416027057901037,0.0032012670982419045,3.8125599365903864E-5,-0.003539570822931789,0.0019013861389377395,0.3664249841085947,0.0260061379107807,-8.771355567806393E-5,-0.0020311597620792377,-3.6994993045271848E-6,0.10083566774102336,0.00151740038025475,-1.1473562853551863E-9,-0.02327105669325769,9.048580646514893
0.17,0.01,2.313747590559013,-0.011963020703995027,0.0015882472524345302,3.5038131570939394E-4,0.15072363312746132,0.003705065140495047,3.854814496696981E-5,-0.003738152709548649,-0.0013132308070816579,0.38969230205078664,0.029669582360912328,-1.0891301752756423E-5,-0.0020311597620792377,-3.6994993045271848E-6,0.10083566774102336,0.00151740038025475,-1.1473562853551863E-9,-0.02327105669325769,9.045010957717896
0.18000000000000002,0.01,2.2987876869305386,-0.011069402214219157,0.0013450715411228507,3.4998325361869137E-4,0.15773065191092334,0.004137164187518342,3.927367106921419E-5,-0.003857782916588599,2.1382476952706516E-4,0.41282977795637676,0.03356621227062101,-5.8686432549523225E-5,-0.003047066684623178,-3.288321373725081E-5,0.19993291169356553,0.007043874869552137,-7.430017137645402E-8,-0.02327105669325769,9.04320496559143
0.19000000000000003,0.01,2.2843995235917745,-0.010531066282539381,0.0010858968207751343,3.432034713400254E-4,0.18496356595981017,0.006067165906358438,4.3595676042477755E-5,-0.0039684769387307904,-4.6081764115444613E-4,0.43581765482568213,0.03769450361949094,-5.139976000345745E-5,-0.003047066684623178,-3.288321373725081E-5,0.19993291169356553,0.007043874869552137,-7.430017137645402E-8,-0.02327105669325769,9.040101385116577
0.20000000000000004,0.01,2.2697377949372317,-0.01003294318289952,8.432386971215608E-4,3.379221110233218E-4,0.20606685421278612,0.007687533817491029,4.81466253586427E-5,-0.004073787601556184,-3.0609644464019094E-4,0.45866165006159987,0.04205265626527352,-6.583381120402666E-5,-0.003047066684623178,-3.288321373725081E-5,0.19993291169356553,0.007043874869552137,-7.430017137645402E-8,-0.02908882086657205,9.039268684387206
