time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{rabbitmq_lidar}.r_lidar.angle,{rabbitmq_lidar}.r_lidar.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.005817764173314366,13.004295864105224
0.01,0.01,3.6412028419494624,0.01007178228592893,0.0,0.0,0.005817764173314366,13.004295864105224
0.02,0.01,3.6412028419494624,0.01007178228592893,1.007178228592893E-4,0.036412028419494626,0.005817764173314366,13.000948858261108
0.03,0.01,3.618418463261413,0.009417116437343548,2.014356457185786E-4,0.07282405683898925,0.005817764173314366,13.000931491851809
0.04,0.01,3.596566383615113,0.008762450588758167,2.956068100920141E-4,0.10900824147160337,0.005817764173314366,13.002758169174196
0.05,0.01,3.5753673424858134,0.008150338020330836,3.832313159795958E-4,0.1449739053077545,0.005817764173314366,13.00296441078186
0.060000000000000005,0.01,3.553845691834268,0.007580778732061557,4.6473469618290414E-4,0.18072757873261264,0.005817764173314366,12.999944276809693
0.07,0.01,3.5315478502671462,0.007051006760740052,5.405424835035197E-4,0.2162660356509553,0.005817764173314366,13.00209246635437
0.08,0.01,3.5108262691886507,0.0065582561431560505,6.110525511109203E-4,0.2515815141536268,0.005817764173314366,13.001835718154908
0.09,0.01,3.489565092591198,0.006099940703707947,6.766351125424808E-4,0.2866897768455133,0.005817764173314366,13.001316900253295
0.09999999999999999,0.01,3.4683548659636148,0.005673654054402804,7.376345195795603E-4,0.32158542777142524,0.005817764173314366,13.003992013931274
0.10999999999999999,0.01,3.4481665072379015,0.0052771579086617875,7.943710601235883E-4,0.35626897643106137,0.005817764173314366,13.003269262313845
0.11999999999999998,0.01,3.4271540075892397,0.004908370395125605,8.471426392102062E-4,0.3907506415034404,0.005817764173314366,12.99900053024292
0.12999999999999998,0.01,3.4052697635659537,0.004565355131062589,8.962263431614622E-4,0.4250221815793328,0.005817764173314366,13.011301565170289
0.13999999999999999,0.01,3.388151129300081,0.004246311055379425,9.41879894472088E-4,0.45907487921499235,0.005817764173314366,13.009707021713258
0.15,0.01,3.367273038550717,0.003949562971860356,9.843430050258822E-4,0.49295639050799317,0.005817764173314366,13.004407348632812
0.16,0.01,3.3454602233123913,0.0036735527532606948,0.0010238386347444857,0.5266291208935003,0.005817764173314366,13.00638090133667
0.17,0.01,3.325809179838167,0.0034168311600897717,0.0010605741622770927,0.5600837231266242,0.005817764173314366,13.00538104057312
0.18000000000000002,0.01,3.305456457484499,0.0031780502311278265,0.0010947424738779903,0.5933418149250059,0.005817764173314366,13.002840557098388
0.19000000000000003,0.01,3.284790267032545,0.0029559562057219916,0.0011265229761892686,0.6263963794998509,0.005817764173314366,13.00191683769226
0.20000000000000004,0.01,3.2646988868539224,0.0027493829406986833,0.0011560825382464885,0.6592442821701764,0.005817764173314366,13.004277744293212
0.21000000000000005,0.01,3.245651199099994,0.002557245787326754,0.0011835763676534754,0.6918912710387156,0.005817764173314366,13.002037591934204
0.22000000000000006,0.01,3.2254357631183477,0.0023785358961813394,0.0012091488255267428,0.7243477830297156,0.005817764173314366,13.00379786491394
0.23000000000000007,0.01,3.206454732358074,0.0022123149200051007,0.0012329341844885561,0.756602140660899,0.005817764173314366,13.000189008712768
0.24000000000000007,0.01,3.1860916380430355,0.002057710086753314,0.001255057333688607,0.7886666879844798,0.005817764173314366,12.998703680038451
0.25000000000000006,0.01,3.1664370176200785,0.001913909616952983,0.0012756344345561403,0.8205276043649101,0.005817764173314366,12.999566841125487
0.26000000000000006,0.01,3.14756215289619,0.001780158461314017,0.0012947735307256702,0.852191974541111,0.005817764173314366,12.9991708278656
0.2700000000000001,0.01,3.1284526470777014,0.001655754336212073,0.0013125751153388104,0.8836675960700728,0.005817764173314366,12.994800720214844
0.2800000000000001,0.01,3.1083436440181127,0.0015400440362266614,0.001329132658700931,0.9149521225408499,0.005817764173314366,12.988346242904663
0.2900000000000001,0.01,3.087765674488796,0.0014324200043728773,0.0013445330990631977,0.946035558981031,0.005817764173314366,12.990555019378665
0.3000000000000001,0.01,3.069734070037408,0.0013323171420181437,0.0013588572991069265,0.9769132157259189,0.005817764173314366,12.990698137283324
0.3100000000000001,0.01,3.05124754900378,0.0012392098417339068,0.001372180470527108,1.007610556426293,0.005817764173314366,12.98021873474121
0.3200000000000001,0.01,3.029894911871763,0.0011526092275027276,0.001384572568944447,1.0381230319163308,0.005817764173314366,12.98253038406372
0.3300000000000001,0.01,3.0122346883880433,0.0010720605877900234,0.0013960986612194743,1.0684219810350484,0.005817764173314366,12.977142524719238
0.34000000000000014,0.01,2.9925467183003573,9.971409880023463E-4,0.0014068192670973745,1.0985443279189289,0.005817764173314366,12.970863780975344
0.35000000000000014,0.01,2.9727152619217394,9.274570497959947E-4,0.001416790676977398,1.1284697951019325,0.005817764173314366,12.974298496246336
0.36000000000000015,0.01,2.9557217018878146,8.626428855758421E-4,0.001426065247475358,1.1581969477211498,0.005817764173314366,12.97557267189026
0.37000000000000016,0.01,2.938242179496583,8.023581773391025E-4,0.0014346916763311164,1.1877541647400278,0.005817764173314366,12.979894590377809
0.38000000000000017,0.01,2.9217179864617697,7.462863897766723E-4,0.0014427152581045074,1.2171365865349937,0.005817764173314366,12.979894590377809
0.3900000000000002,0.01,2.90408853338479,6.941331082496309E-4,0.001450178122002274,1.2463537663996114,0.005817764173314366,12.974366817474364
0.4000000000000002,0.01,2.885010449053055,6.456244929141477E-4,0.0014571194530847704,1.2753946517334593,0.005817764173314366,12.9637850856781
0.4100000000000002,0.01,2.8646230329497926,6.005058408779212E-4,0.0014635756980139118,1.3042447562239898,0.005817764173314366,12.918489961624145
