time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{rabbitmq_lidar}.r_lidar.angle,{rabbitmq_lidar}.r_lidar.distance,{rabbitmq_odom}.r_odom.steer_angle_s,{rabbitmq_odom}.r_odom.theta_s,{rabbitmq_odom}.r_odom.velocity_s,{rabbitmq_odom}.r_odom.x_s,{rabbitmq_odom}.r_odom.y_s
0.0,0.0,0.0,0.0,0.0,0.0,-0.005817764173314366,10.762621173858642,0.0,0.04009176790714264,0.0,-3.6237964630126953,-0.34088802337646484
0.01,0.01,3.01353392868042,-0.01007178228592893,0.0,0.0,-0.005817764173314366,10.761820707321167,0.0,0.04009176790714264,0.0,-3.6237964630126953,-0.34088802337646484
0.02,0.01,3.0133097980499266,-0.01007178228592893,-1.007178228592893E-4,0.0301353392868042,-0.011635528346628732,10.761739253997805,0.0,0.04009176790714264,0.0,-3.6237964630126953,-0.34088802337646484
0.03,0.01,2.995205787547303,-0.019488898723272478,-2.014356457185786E-4,0.060268437267303465,-0.011635528346628732,10.760301246643069,0.0,0.04009176790714264,0.0,-3.6237964630126953,-0.34088802337646484
0.04,0.01,2.976723286699677,-0.018834232874687096,-3.963246329513034E-4,0.0902204951427765,-0.011635528346628732,10.760301246643069,0.0,0.04009176790714264,0.0,-3.6237964630126953,-0.34088802337646484
0.05,0.01,2.9587520519743937,-0.017567454457674388,-5.846669616981744E-4,0.11998772800977327,-0.005817764173314366,10.76184534072876,0.0,0.04009176790714264,0.010197131565377047,-3.6237964630126953,-0.34088802337646484
0.060000000000000005,0.01,2.9413240585981884,-0.006271447034890795,-7.603415062749182E-4,0.1495752485295172,-0.005817764173314366,10.76184534072876,4.233926303687241E-4,0.040091794123089886,0.020466158014045277,-3.623694104893248,-0.34088391745837854
0.07,0.01,2.923571546286342,-0.00512956249514196,-8.230559766238262E-4,0.17898848911549908,-0.011635528346628732,10.763932876586914,4.233926303687241E-4,0.040091794123089886,0.020466158014045277,-3.623694104893248,-0.34088391745837854
0.08,0.01,2.9065081119750364,-0.014793700723802988,-8.743516015752459E-4,0.2082242045783625,-0.011635528346628732,10.763932876586914,4.233926303687241E-4,0.0400921347253538,0.04087626239027031,-3.6231839895657423,-0.34086345502294296
0.09,0.01,2.888966682697318,-0.01446027916161876,-0.0010222886088132757,0.23728928569811286,-0.011635528346628732,10.763932876586914,4.233926303687241E-4,0.0400921347253538,0.04087626239027031,-3.6231839895657423,-0.34086345502294296
