time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
0.3300000000000001,0.01,2.092647530129199,-0.011114432060494856,-0.00539100436273098,0.11875817793523745,0.7431787572393942,0.11875817793523745,0.006545825248603167,0.0,-3.810022628584008E-4,0.4757708543901345,0.04621990377260555,-6.613007246623029E-6,-0.02327105669325769,9.018757085800171
0.34000000000000014,0.01,2.0793447296804115,-0.0036315697748986655,-0.005502148683335929,0.12613969401372888,0.7641052325406862,0.12613969401372888,0.007408777683075507,0.0,-5.574832642692762E-4,0.5642324233829186,0.06655645507685325,-1.6183484931207478E-5,-0.02327105669325769,9.018606643676758
0.35000000000000014,0.01,2.0667467207050803,-0.0031314203321763973,-0.005538464381084915,0.13372232567482953,0.7848986798374903,0.13372232567482953,0.008351845937063255,0.0,-5.574832642692762E-4,0.5642324233829186,0.06655645507685325,-1.6183484931207478E-5,-0.02908882086657205,9.009763593673703
0.36000000000000015,0.01,2.0517945983261425,-0.009940772044102906,-0.005569778584406679,0.14150375922611896,0.8055661470445411,0.14150375922611896,0.00937940890249675,0.0,-5.574832642692762E-4,0.5642324233829186,0.06655645507685325,-1.6183484931207478E-5,-0.02327105669325769,9.008283214569092
0.37000000000000016,0.01,2.038979611852621,-0.0028270857773580195,-0.005669186304847708,0.14948165838986796,0.8260840930278025,0.14948165838986796,0.010496013872695073,0.0,-5.574832642692762E-4,0.5642324233829186,0.06655645507685325,-1.6183484931207478E-5,-0.02908882086657205,8.99754322052002
0.38000000000000017,0.01,2.0236616459289243,-0.009352523387170335,-0.005697457162621288,0.1576533716018832,0.8464738891463287,0.1576533716018832,0.011706218837125554,0.0,-8.212013743332016E-4,0.6502829326209962,0.09043334965509708,-6.630672565146047E-5,-0.02327105669325769,9.000855150222778
0.3900000000000002,0.01,2.0123551085745803,-0.002252532175392279,-0.005790982396492991,0.16601638719520012,0.8667105056056179,0.16601638719520012,0.013014566912596774,0.0,-8.212013743332016E-4,0.6502829326209962,0.09043334965509708,-6.630672565146047E-5,-0.02908882086657205,8.99061593055725
0.4000000000000002,0.01,1.9973461571926592,-0.008804440974766563,-0.005813507718246914,0.1745678433535262,0.8868340566913637,0.1745678433535262,0.014425703909823279,0.0,-9.84092608582402E-4,0.6924787356863931,0.1036236472277027,-1.0338357851415007E-4,-0.02908882086657205,8.98595778465271
0.4100000000000002,0.01,1.9839677456879403,-0.00870307702687391,-0.005901552127994579,0.18330519813936796,0.9068075182632903,0.18330519813936796,0.01594428738039527,0.0,-9.84092608582402E-4,0.6924787356863931,0.1036236472277027,-1.0338357851415007E-4,-0.02327105669325769,8.983082761764527
0.4200000000000002,0.01,1.9711786623360932,-0.0013341048312124695,-0.005988582898263319,0.19222543483323898,0.9266471957201697,0.19222543483323898,0.01757504329198961,0.0,-9.84092608582402E-4,0.6924787356863931,0.1036236472277027,-1.0338357851415007E-4,-0.02327105669325769,8.974378080368043
0.4300000000000002,0.01,1.95683754507095,-9.424663650031417E-4,-0.006001923946575443,0.20132561843119762,0.9463589823435307,0.20132561843119762,0.01932265910132819,0.0,-0.0012589571262397838,0.7546447715785121,0.12507599391236504,-1.702591577393107E-4,-0.02327105669325769,8.96945276260376
0.4400000000000002,0.01,1.9436313841229345,-8.824316475985823E-4,-0.006011348610225475,0.21060277269361183,0.9659273577942402,0.21060277269361183,0.021191867794224217,0.0,-0.0012589571262397838,0.7546447715785121,0.12507599391236504,-1.702591577393107E-4,-0.02327105669325769,8.9654132270813
0.45000000000000023,0.01,1.9307592889062195,-8.400206611734397E-4,-0.006020172926701461,0.22005365100823984,0.9853636716354696,0.22005365100823984,0.02318747926333094,0.0,-0.0012589571262397838,0.7546447715785121,0.12507599391236504,-1.702591577393107E-4,-0.02327105669325769,8.965897407531738
0.46000000000000024,0.01,1.919233071127605,-8.003112370315018E-4,-0.006028573133313195,0.22967501870467186,1.0046712645245317,0.22967501870467186,0.0253143173361394,0.0,-0.0015639251298606809,0.8162368323373244,0.1483441125696919,-2.502010920867878E-4,-0.02327105669325769,8.955373678207398
0.47000000000000025,0.01,1.9047018711833525,-7.625103072786978E-4,-0.00603657624568351,0.23946357278835512,1.0238635952358077,0.23946357278835512,0.027577201320558402,0.0,-0.001671426526210709,0.8359227838983543,0.1564431723615323,-2.797185811943626E-4,-0.02327105669325769,8.946435050964356
0.48000000000000026,0.01,1.8906836571285348,-7.264963016122812E-4,-0.006044201348756297,0.24941603825758815,1.0429106139476412,0.24941603825758815,0.029980968623906114,0.0,-0.0017846072799054186,0.8558811922833343,0.16485235693857586,-3.11344412696552E-4,-0.02327105669325769,8.938774070739747
0.49000000000000027,0.01,1.8771103714385446,-6.921833377847393E-4,-0.00605146631177242,0.2595287433059189,1.0618174505189266,0.2595287433059189,0.032530370803619965,0.0,-0.001902902597386175,0.8759493402224052,0.17350965531109794,-3.4499299766471334E-4,-0.02327105669325769,8.930266914367676
0.5000000000000002,0.01,1.8633842657115935,-6.594910042121882E-4,-0.006058388145150267,0.26979796227520686,1.080588554233312,0.26979796227520686,0.03523014330949294,0.0,-0.001902902597386175,0.8759493402224052,0.17350965531109794,-3.4499299766471334E-4,-0.02327105669325769,8.923460702896119
0.5100000000000002,0.01,1.8502158642709257,-6.283427540118738E-4,-0.006064983055192389,0.2802199080814943,1.099222396890428,0.2802199080814943,0.03808500021743279,0.0,-0.001902902597386175,0.8759493402224052,0.17350965531109794,-3.4499299766471334E-4,-0.02327105669325769,8.917793769836425
0.5200000000000002,0.01,1.837448817419942,-5.986656588223252E-4,-0.006071266482732508,0.2907906740725069,1.1177245555331372,0.2907906740725069,0.04109961364966665,0.0,-0.001902902597386175,0.8759493402224052,0.17350965531109794,-3.4499299766471334E-4,-0.02327105669325769,8.91079402923584
0.5300000000000002,0.01,1.8243875948661525,-5.703902348917901E-4,-0.0060772531393207315,0.3015063026276334,1.1360990437073366,0.3015063026276334,0.04427862652676128,0.0,-0.001902902597386175,0.8759493402224052,0.17350965531109794,-3.4499299766471334E-4,-0.02327105669325769,8.90251877784729
0.5400000000000003,0.01,1.811045831572839,-5.434502802447849E-4,-0.0060829570416696494,0.312362769973486,1.1543429196559982,0.312362769973486,0.047626643922132464,0.0,-0.002556590529169059,0.973009713641801,0.2192074812722324,-5.418928502831547E-4,-0.02327105669325769,8.895787887573242
0.5500000000000003,0.01,1.798214856726909,-5.177827196746541E-4,-0.006088391544472097,0.3233559201859061,1.1724533779717266,0.3233559201859061,0.05114820693067869,0.0,-0.002556590529169059,0.973009713641801,0.2192074812722324,-5.418928502831547E-4,-0.02327105669325769,8.886956062316894
0.5600000000000003,0.01,1.7848756706656945,-4.9332745706364E-4,-0.006093569371668843,0.33448146817555047,1.1904355265389956,0.33448146817555047,0.054847784512221096,0.0,-0.002556590529169059,0.973009713641801,0.2192074812722324,-5.418928502831547E-4,-0.02327105669325769,8.882893018722534
0.5700000000000003,0.01,1.7729487293189121,-4.700272346782816E-4,-0.00609850264623948,0.34573507657959524,1.2082842832456526,0.34573507657959524,0.058729790716882634,0.0,-0.002556590529169059,0.973009713641801,0.2192074812722324,-5.418928502831547E-4,-0.02327105669325769,8.871089086532592
0.5800000000000003,0.01,1.7589343742817345,-4.478274991104171E-4,-0.006103202918586263,0.3571122608402529,1.2260137705388416,0.3571122608402529,0.0627985459580946,0.0,-0.0031465962506192677,1.0484419354423835,0.2591584864576376,-7.39213234921647E-4,-0.02327105669325769,8.861370687484742
0.5900000000000003,0.01,1.7455755301724225,-4.2667627354989364E-4,-0.006107681193577367,0.3686085725284103,1.243603114281659,0.3686085725284103,0.06705833399552354,0.0,-0.0031465962506192677,1.0484419354423835,0.2591584864576376,-7.39213234921647E-4,-0.02327105669325769,8.859725580215454
0.6000000000000003,0.01,1.7345612938913313,-4.06524036089925E-4,-0.006111947956312866,0.3802192724305417,1.2610588695833833,0.3802192724305417,0.07151327713407749,0.0,-0.0031465962506192677,1.0484419354423835,0.2591584864576376,-7.39213234921647E-4,-0.02327105669325769,8.878857612609863
0.6100000000000003,0.01,1.7294448097807318,-3.8732360378017925E-4,-0.006116013196673765,0.39193959272323764,1.2784044825222967,0.39193959272323764,0.07616741932057249,0.0,-0.0031465962506192677,1.0484419354423835,0.2591584864576376,-7.39213234921647E-4,-0.02327105669325769,8.871095790863038
0.6200000000000003,0.01,1.7168641319282725,-3.6903002215613436E-4,-0.006119886432711567,0.40376489527002224,1.2956989306201039,0.40376489527002224,0.08102478710264543,0.0,-0.0031465962506192677,1.0484419354423835,0.2591584864576376,-7.39213234921647E-4,-0.02327105669325769,8.859563388824462
0.6300000000000003,0.01,1.7032583904987872,-3.516004599860259E-4,-0.006123576732933128,0.4156909969982449,1.3128675719393865,0.4156909969982449,0.08608953482085333,0.0,-0.003951738790410957,1.1396304683737526,0.3133850827549626,-0.001041460881566971,-0.02327105669325769,8.856289281845093
0.6400000000000003,0.01,1.6920404557529942,-3.3499410898900177E-4,-0.006127092737532988,0.4277129360696855,1.3299001558443744,0.4277129360696855,0.09136543352226631,0.0,-0.003951738790410957,1.1396304683737526,0.3133850827549626,-0.001041460881566971,-0.02327105669325769,8.850112028121949
0.6500000000000004,0.01,1.680091274367521,-3.191720882896325E-4,-0.006130442678622877,0.43982557975227227,1.3468205604019043,0.43982557975227227,0.09685608971894993,0.0,-0.003951738790410957,1.1396304683737526,0.3133850827549626,-0.001041460881566971,-0.02327105669325769,8.840087776184083
0.6600000000000004,0.01,1.6671322410904001,-3.040973533851286E-4,-0.006133634399505774,0.4520239407589994,1.3636214731455796,0.4520239407589994,0.1025650783283001,0.0,-0.004468416428215942,1.192430369448715,0.34813117363573776,-0.001255579418013218,-0.01745329251994332,8.832153463363648
0.6700000000000004,0.01,1.6548300858544733,0.0066830377423848595,-0.006136675373039625,0.4643028952334348,1.3802927955564837,0.4643028952334348,0.108495814304308,0.0,-0.004645985040405998,1.2098965568485198,0.36006232366072116,-0.0013327762361094052,-0.02327105669325769,8.813492956161499
0.6800000000000004,0.01,1.6396023503913295,-2.760502285097657E-4,-0.006069844995615776,0.47665716482169707,1.3968410964150284,0.47665716482169707,0.11465153059788848,0.0,-0.004825917947368154,1.2273411029562735,0.3721532235944706,-0.0014129224389458977,-0.01745329251994332,8.808013343811036
0.6900000000000004,0.01,1.6281390784180731,0.006395985424879871,-0.006072605497900873,0.48908147317851675,1.4132371199189417,0.48908147317851675,0.12103534346466761,0.0,-0.0050079330919402705,1.2446308571123552,0.3843868371591728,-0.0014959782108374842,-0.01745329251994332,8.80510931968689
0.7000000000000004,0.01,1.6174883375609639,0.006408407685162808,-0.006008645643652074,0.5015701948508368,1.4295185107031225,0.5015701948508368,0.1276501561379792,0.0,-0.0050079330919402705,1.2446308571123552,0.3843868371591728,-0.0014959782108374842,-0.01745329251994332,8.78782901763916
