time,step-size,{controller}.c.acceleration,{controller}.c.desired_angle,{controller}.c.steer_angle_vel,{kf}.kf.steer_angle_p,{kf}.kf.theta_p,{kf}.kf.velocity_p,{kf}.kf.x_p,{kf}.kf.y_p,{lidar}.l.angle,{lidar}.l.distance,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s
4.4499999999999496,0.01,0.5840560104425859,0.38427723183236967,0.05234387793751402,0.11225963738791055,0.25423490178655117,-0.14421741545245717,10.144691215829358,0.24324394998136856,1.4428055149819792,8.499866504669189,0.3731946456798921,1.6323735043080057,2.9956523012598915,1.6323735043080057,10.075262772813995,0.043064263654358115,0.2523260055547352,-0.21631153222280375,10.137920761168791,0.24140452139126595
4.459999999999949,0.01,0.5825712405514379,0.38427723183236967,0.04987163768614916,0.11106174569625651,0.25396314839438766,-0.1555926992944021,10.141843143504666,0.2425151158956298,1.4428055149819792,8.495274305343628,0.37371808445926724,1.633866572691417,3.0014928613643175,1.633866572691417,10.105182064547035,0.04536886203161217,0.25202886320813933,-0.2236546263364403,10.135828042027375,0.24086497432799545
4.469999999999949,0.01,0.5777810886776252,0.38427723183236967,0.04751616317896093,0.10992621757510758,0.25368560710695437,-0.1660867902126691,10.139090165724056,0.24181139957686973,1.4428055149819792,8.503560018539428,0.37421680083612874,1.6353645957737484,3.007318573769832,1.6353645957737484,10.135159587235325,0.04536886203161217,0.25202886320813933,-0.2236546263364403,10.135828042027375,0.24086497432799545
4.479999999999949,0.01,0.5766056609291408,0.38427723183236967,0.045271939483084195,0.10879575486749855,0.25346922599596994,-0.17429259140468972,10.136903448133337,0.2412535051508401,1.4428055149819792,8.505777759552002,0.37469196246791836,1.636866941989214,3.013096384656608,1.636866941989214,10.165195223673779,0.059294942609025014,0.25134914044908774,-0.2383901722191553,10.131423188404884,0.2397314826711343
4.489999999999949,0.01,0.5737599418805958,0.38427723183236967,0.043133712140030894,0.10801514192021562,0.2531502856828312,-0.18395590223484412,10.134141272852414,0.24054870028299136,1.4428055149819792,8.50651346206665,0.3751446818627492,1.6383729599172894,3.0188624412658993,1.6383729599172894,10.195288526787984,0.059294942609025014,0.25134914044908774,-0.2383901722191553,10.131423188404884,0.2397314826711343
4.4999999999999485,0.01,0.5705063046191224,0.38427723183236967,0.04109647486329218,0.1072329471471879,0.2529016394902152,-0.19149909198527615,10.131950780784052,0.23999086360438734,1.4428055149819792,8.484664058685302,0.3755760189841495,1.6398820630753925,3.0246000406847053,1.6398820630753925,10.225439408227617,0.059294942609025014,0.25134914044908774,-0.2383901722191553,10.131423188404884,0.2397314826711343
4.509999999999948,0.01,0.5609459120210614,0.38427723183236967,0.039155457816990785,0.10645019460000045,0.25270777259407107,-0.1973952285300421,10.130214076414665,0.2395494821371479,1.4428055149819792,8.481926479339599,0.37598698373278244,1.6413936532665963,3.0303051037308966,1.6413936532665963,10.255647613002228,0.059294942609025014,0.25134914044908774,-0.2383901722191553,10.131423188404884,0.2397314826711343
4.519999999999948,0.01,0.5567563519765497,0.38427723183236967,0.03730611644814252,0.10566783635649256,0.2525566046043538,-0.20205855184773183,10.128837953507173,0.23920039560203618,1.4428055149819792,8.486516437530518,0.37637853831095236,1.6429071540988698,3.035914562851107,1.6429071540988698,10.285912844166065,0.059294942609025014,0.25134914044908774,-0.2383901722191553,10.131423188404884,0.2397314826711343
4.529999999999948,0.01,0.554675864797881,0.38427723183236967,0.0355441208463779,0.10488675931059212,0.2524387093342869,-0.20572054432178194,10.127747538749574,0.23892426924193857,1.4428055149819792,8.488748970031738,0.3767515994754338,1.6444219785650827,3.0414821263708727,1.6444219785650827,10.316234173789445,0.07624937064146664,0.24959909577274297,-0.267194888262253,10.121765493876214,0.2372580440391887
4.539999999999948,0.01,0.5519604357863629,0.38427723183236967,0.03386534560621143,0.10452638121588849,0.25195996145232713,-0.21497664079476453,10.12464622307862,0.2381358803550415,1.4428055149819792,8.492446308135987,0.37710704068389755,1.6459376671275974,3.0470288850188516,1.6459376671275974,10.346611205255419,0.07624937064146664,0.24959909577274297,-0.267194888262253,10.121765493876214,0.2372580440391887
