time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{rabbit}.r.angle,{rabbit}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47705666221178333,5.7312461853027346
0.01,0.01,1.6047489318847656,-0.5717673328473564,0.0,0.0,0.0,0.0,-0.47705666221178333,5.7312461853027346
0.02,0.01,1.6047489318847656,-0.5717673328473564,-0.005717673328473564,0.016047489318847658,0.0,0.0,-0.47705666221178333,5.7312461853027346
0.03,0.01,1.5951204382934572,-0.5460378028692254,-0.011435346656947128,0.032094978637695316,1.6047489318847657E-4,0.0,-0.47705666221178333,5.7312461853027346
0.04,0.01,1.5854919447021485,-0.5203082728910944,-0.016895724685639383,0.04804618302062989,4.8142467956419055E-4,-8.918487108345413E-10,-0.47705666221178333,5.731409063339234
0.05,0.01,1.5759668279226073,-0.4957365717619792,-0.022098807414550326,0.06390110246765138,9.618865097241128E-4,-7.567510907639891E-9,-0.47705666221178333,5.73096962928772
0.060000000000000005,0.01,1.5663308347199707,-0.47232269948187994,-0.027056173132170118,0.07966077074687745,0.001600897533927508,-3.215725971294843E-8,-0.47705666221178333,5.732276363372803
0.07,0.01,1.5572409192962582,-0.45001455375259086,-0.03177940012698892,0.09532407909407717,0.0023968508858865784,-3.2313748047301884E-5,-0.47705666221178333,5.732276363372803
0.08,0.01,1.5478429342879383,-0.42876003227590626,-0.03627954566451483,0.11089648828703975,0.003349835813096871,-1.0229046931333395E-5,-0.47705666221178333,5.732276363372803
0.09,0.01,1.5384994887721608,-0.4085093773570397,-0.040567145987273893,0.12637491762991915,0.004458799360668023,-1.1949976377959959E-5,-0.47705666221178333,5.732276363372803
0.09999999999999999,0.01,1.5292124311664332,-0.38921517590462384,-0.04465223976084429,0.14175991251764075,0.005659807233385,-4.0519553613512307E-4,-0.47705666221178333,5.731681890487671
0.10999999999999999,0.01,1.5198149818259634,-0.3708322539235571,-0.048544391519890526,0.15705203682930508,0.006313029316697086,8.529333084489021E-4,-0.47705666221178333,5.73303183555603
0.11999999999999998,0.01,1.5110176918581053,-0.35331757100784905,-0.0522527140591261,0.1722501866475647,0.0047538727679669775,6.643462363168022E-4,-0.47705666221178333,5.732904653549195
0.12999999999999998,0.01,1.5018631910052356,-0.33663011958128897,-0.05578588976920459,0.18736036356614574,0.006360671237129397,0.0012850002135935071,-0.47705666221178333,5.732904653549195
