time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03020288981497288,0.0,-7.185703277587891,-0.3762805461883545,0.06981317007977328,12.062247447967527
0.01,0.01,2.8145244045257565,0.009297029802396054,0.0,0.0,0.0,0.0,0.0,-0.03020288981497288,0.0,-7.185703277587891,-0.3762805461883545,0.06981317007977328,12.060025339126588
0.02,0.01,2.8140059124628705,0.009297029802396054,9.297029802396054E-5,0.028145244045257565,0.0,0.0,0.0,-0.03020288981497288,3.051766571865455E-6,-7.185703277587891,-0.3762805461883545,0.06981317007977328,12.061009607315064
0.03,0.01,2.800162953017553,0.009250544653384074,1.859405960479211E-4,0.05628530316988627,2.8145244045257563E-4,0.0,0.0,-0.03020288981497288,3.051766571865455E-6,-7.185703277587891,-0.3762805461883545,0.06981317007977328,12.062119340896606
0.04,0.01,2.7863518612909317,0.009204059504372093,2.784460425817618E-4,0.0842869327000618,8.443054721514366E-4,4.460331976555451E-11,0.0,-0.0302028898145835,9.104064252057896E-6,-7.185703186606938,-0.3762805489370781,0.06981317007977328,12.062579679489136
0.05,0.01,2.7724584588641012,0.009157806781105173,3.7048663762548274E-4,0.1121504513129711,0.0016871747431419309,3.073204195199986E-7,0.0,-0.030202889813882108,1.2146350815839256E-5,-7.185703095397454,-0.376280551692706,0.06981317007977328,12.059322538375854
0.060000000000000005,0.01,2.7577666999645474,0.009111786483583312,4.620647054365345E-4,0.13987503590161213,0.0028086792486533728,1.7659993214926983E-7,0.0,-0.03020288981263273,1.519080837383835E-5,-7.185702973621844,-0.3762805553718001,0.06981317007977328,12.064370670318604
0.07,0.01,2.745082305123535,0.009065997449677787,5.531825702723676E-4,0.1674527029012576,0.004207429605590824,2.528565967880949E-7,0.0,-0.03020288981263273,1.519080837383835E-5,-7.185702973621844,-0.3762805553718001,0.06981317007977328,12.061447896957397
0.08,0.01,2.7306114911727635,0.00902043851725987,6.438425447691454E-4,0.19490352595249294,0.005881954414839352,2.979412091726835E-6,0.0,-0.03020288980788607,0.028039150765611223,-7.1857026399967,-0.3762805654513086,0.06981317007977328,12.063383893966677
0.09,0.01,2.717337812282645,0.008975108530011482,7.340469299417442E-4,0.22220964086422057,0.007830981354241453,-2.715529197721301E-6,0.0,-0.03020288980788607,0.028039150765611223,-7.1857026399967,-0.3762805654513086,0.06981317007977328,12.059346752166748
0.09999999999999999,0.01,2.7027427550734644,0.008930006337425182,8.23798015241859E-4,0.249383018987047,0.010053043239786062,9.671000200244326E-6,0.0,-0.03020288980788607,0.028039150765611223,-7.1857026399967,-0.3762805654513086,0.06981317007977328,12.061281614303589
0.10999999999999999,0.01,2.68960753384398,0.008885130794775124,9.130980786161109E-4,0.2764104465377817,0.012546823005674605,-6.187598548166924E-6,0.0,-0.0302017722613396,0.11144841985890604,-7.184027606728855,-0.3763311713010306,0.06981317007977328,12.061572608947754
0.11999999999999998,0.01,2.6761617188189186,0.008840480763087999,0.0010019493865638621,0.3033065218762215,0.015310847257223517,1.4870235411309207E-5,0.0,-0.0302017722613396,0.11144841985890604,-7.184027606728855,-0.3763311713010306,0.06981317007977328,12.06070408821106
0.12999999999999998,0.01,2.6625110263111367,0.008796055109114123,0.001090354194194742,0.3300681390644107,0.018343860076487868,-2.9583776362109537E-6,0.0,-0.0302017722613396,0.11144841985890604,-7.184027606728855,-0.3763311713010306,0.06981317007977328,12.060480813980105
0.13999999999999999,0.01,2.649078120396486,0.008751852705298683,0.0011783147452858833,0.35669324932752206,0.021644496928817696,1.4188388431223217E-5,0.0,-0.0302017722613396,0.11144841985890604,-7.184027606728855,-0.3763311713010306,0.06981317007977328,12.061038093566896
0.15,0.01,2.6358955971685147,0.008707872429753112,0.0012658332723388703,0.3831840305314869,0.02521142040719182,6.1689741130237535E-6,0.0,-0.0302017722613396,0.11144841985890604,-7.184027606728855,-0.3763311713010306,0.06981317007977328,12.062731437683103
0.16,0.01,2.6230453201936474,0.008664113166226619,0.0013529119966364015,0.40954298650317206,0.029043252891652147,1.391083888624037E-5,0.0,-0.030191948773640533,0.2213106153825528,-7.177913372727889,-0.37651586933372594,0.06981317007977328,12.060458221435546
0.17,0.01,2.609335425083375,0.008620573804077854,0.0014395531282986676,0.4357734397051085,0.0331386827270588,1.4403438937964412E-5,0.0,-0.030191948773640533,0.2213106153825528,-7.177913372727889,-0.37651586933372594,0.06981317007977328,12.06200595855713
0.18000000000000002,0.01,2.5965813371441095,0.008577253238246721,0.001525758866339446,0.46186679395594227,0.037496415357281876,1.832756065186344E-5,0.0,-0.030191948773640533,0.2213106153825528,-7.177913372727889,-0.37651586933372594,0.06981317007977328,12.06200595855713
0.19000000000000003,0.01,2.5835346600186924,0.00853415036922633,0.0016115313987219132,0.48783260732738337,0.04211508203815187,2.173738989278839E-5,0.0,-0.030164025112313083,0.3288474433463797,-7.167453072081726,-0.37683168264143546,0.07563093425308764,12.06396149635315
0.20000000000000004,0.01,2.5710080454853768,0.009266016586568091,0.0016968729024141765,0.5136679539275703,0.046993406385876235,2.584050857552628E-5,0.0,-0.030153117734944643,0.355567735911567,-7.164154341557865,-0.37693121582099254,0.07563093425308764,12.065043382644651
