time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.42097827911377
0.01,0.01,3.4778739181518556,0.027891089407188076,0.0,0.0,0.0,0.0,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.418626012802124
0.02,0.01,3.4772152835845946,0.027891089407188076,2.7891089407188076E-4,0.03477873918151856,0.0,0.0,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.418819398880006
0.03,0.01,3.4564021881774902,0.026635990383864612,5.578217881437615E-4,0.0695508920173645,3.477873918151856E-4,0.0,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.417650213241576
0.04,0.01,3.435211524497223,0.02538089136054115,8.241816919824076E-4,0.1041149138991394,0.0010432963119888007,2.0431721406489638E-10,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.421002740859985
0.05,0.01,3.415411819101312,0.024182271793267242,0.001077990605587819,0.13846702914411163,0.002084445069470018,8.915055220065489E-7,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.417802991867063
0.060000000000000005,0.01,3.393904620236311,0.023040131682042893,0.0013198133235204914,0.17262114733512474,0.00346911534050507,1.1292266656564086E-6,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.418921222686768
0.07,0.01,3.3737252539512204,0.021951929451345865,0.0015502146403409203,0.20656019353748784,0.005195326811541412,1.2186248182142495E-6,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.418876399993897
0.08,0.01,3.3533492758757983,0.020915123525653934,0.001769733934854379,0.24029744607700004,0.007260922561525818,6.273629348347514E-6,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.419220409393311
0.09,0.01,3.3332032469839272,0.019927286700343372,0.001978885170110918,0.27383093883575804,0.009663892826413983,1.78306410784405E-6,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.419891090393069
0.09999999999999999,0.01,3.3132709420086046,0.018986106141688944,0.002178158037114352,0.30716297130559733,0.012402180701855777,1.2637444593492297E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.420431509017943
0.10999999999999999,0.01,3.2934230397416653,0.018089378240173492,0.002368019098531241,0.3402956807256834,0.015473805938141207,7.393215117025056E-6,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.419074602127075
0.11999999999999998,0.01,3.273163480160171,0.017235003463797492,0.0025489128809329763,0.37322991112310006,0.018876746489710636,1.7911510605485382E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.41786654472351
0.12999999999999998,0.01,3.2530646858487233,0.016420981442989684,0.002721262915570951,0.4059615459247018,0.022609045575991634,1.8343067970032475E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.420595779418946
0.13999999999999999,0.01,3.234189890682484,0.015645406287118798,0.002885472730000848,0.438492192783189,0.026668654294166767,2.574119434337952E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.421309442520142
0.15,0.01,3.2148713282357266,0.014906462122184262,0.003041926792872036,0.47083409169001383,0.031053572704028573,3.129565524861302E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.421204109191894
0.16,0.01,3.195436695559722,0.014202418839263913,0.0031909914140938788,0.5029828049723711,0.03576190781010111,3.8692862895624056E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.421072273254394
0.17,0.01,3.1761105535278076,0.013531628043765622,0.003333015602486518,0.5349371719279683,0.04079172921425092,4.686917892431635E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.42078805923462
0.18000000000000002,0.01,3.156858353428913,0.012892519195998745,0.003468331882924174,0.5666982774632464,0.046141092894119384,5.6143419239667275E-5,-8.313767433166504,-0.34159255027770996,0.02327105669325769,12.41869351387024
0.19000000000000003,0.01,3.137215217405719,0.012283595934029293,0.0035972570748841618,0.5982668609975356,0.05180806612762235,6.654239717017323E-5,-8.311685399704341,-0.34157517768846235,0.02327105669325769,12.420609321594238
