time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{odom}.o.steer_angle_s,{odom}.o.theta_s,{odom}.o.velocity_s,{odom}.o.x_s,{odom}.o.y_s,{rabbit}.r.angle,{rabbit}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.561399836540222
0.01,0.01,2.397191954231262,1.875675762633401,0.0,0.0,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.561399836540222
0.02,0.01,2.397191954231262,1.875675762633401,0.01875675762633401,0.02397191954231262,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.561399836540222
0.03,0.01,2.3828088025058745,1.7912703533148981,0.03751351525266802,0.04794383908462524,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.561399836540222
0.04,0.01,2.3684256507804866,1.7068649439963952,0.05542621878581701,0.07177192710968398,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.05,0.01,2.354834430938169,1.6262577780972247,0.07249486822578097,0.09545618361748885,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.060000000000000005,0.01,2.340623877033486,1.5494488556173867,0.08875744600675321,0.11900452792687054,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.07,0.01,2.326494870447857,1.4762672556030116,0.10425193456292708,0.1424107666972054,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.08,0.01,2.3124511271856565,1.4065420571002294,0.1190146071189572,0.16567571540168397,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.09,0.01,2.298492157962969,1.340110030598094,0.1330800276899595,0.18880022667354052,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.09999999999999999,0.01,2.284617451199855,1.2768156380285833,0.14648112799594043,0.2117851482531702,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.10999999999999999,0.01,2.2708264982520774,1.2165106866516693,0.15924928437622626,0.23463132276516876,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.11999999999999998,0.01,2.2571187935448784,1.159053982940383,0.17141439124274296,0.25733958774768956,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.12999999999999998,0.01,2.2434938345553657,1.1043110020410578,0.1830049310721468,0.2799107756831383,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.13999999999999999,0.01,2.2299511217940964,1.0521535728087406,0.19404804109255738,0.302345714028692,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.15,0.01,2.216490158786764,1.002459577716893,0.20456957682064478,0.324645225246633,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.16,0.01,2.2031104520559994,0.9551126669404997,0.21459417259781371,0.34681012683450063,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.17,0.01,2.189811511103279,0.9100019859432394,0.2241452992672187,0.36884123135506064,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
0.18000000000000002,0.01,2.176592848390943,0.8670219159309169,0.2332453191266511,0.39073934646609343,0.0,0.0,0.0,2.1169930478764645,2.1169930478764645,1.5649785626215822,8.563919954299926
