time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
3.2999999999999736,0.01,-0.6299500652126941,0.17819307121259076,1.4442452138264976,0.3338230961219963,0.10751303914928013,0.14930037254752018,2.487824229379436,7.1478703681790785,-0.03068198900646574,0.6981317007977319,3.1095120096206665,0.0026345509185152216,-0.02895046381313509,3.955497079033588,7.651818422797785,-0.13982699617409436
3.3099999999999734,0.01,-0.622031174933875,0.18594059604792082,1.4511056044896444,0.3529240060438831,0.1108512701105001,0.15596783213174922,2.481524728727309,7.1725018898804835,-0.02718698138101303,0.7446738141842473,3.1343478298187257,0.0026345509185152216,-0.02895046381313509,3.955497079033588,7.651818422797785,-0.13982699617409436
3.319999999999973,0.01,-0.6112974448871421,0.19833663578444885,1.4626956539154055,0.39368414553276937,0.11438051017093893,0.1628475376677417,2.4753044169779703,7.197047267936485,-0.023537198645496724,0.8435758051305928,3.282201700210571,0.0026345509185152216,-0.02895046381313509,3.955497079033588,7.651818422797785,-0.13982699617409436
3.329999999999973,0.01,-0.5661661741278223,0.22467822022457104,1.531694126764933,0.49633969524134447,0.11831735162626662,0.16994092134875644,2.469191442529099,7.221505564481351,-0.01972866535898386,0.8435758051305928,3.282201700210571,0.0026345509185152216,-0.02895046381313509,3.955497079033588,7.651818422797785,-0.13982699617409436
3.3399999999999728,0.01,-0.5624983894584995,0.22467822022457104,1.531694126764933,0.47862390869236987,0.12328074857868007,0.17725146957740798,2.463529780787821,7.245875983934925,-0.015757104753534437,0.8435758051305928,3.282201700210571,0.0026345509185152216,-0.02895046381313509,3.955497079033588,7.651818422797785,-0.13982699617409436
3.3499999999999726,0.01,-0.5591013924137327,0.22467822022457104,1.531694126764933,0.45628862240650936,0.12806698766560376,0.18478442827296687,2.457904796893236,7.270160935835847,-0.011617176100433594,0.8435758051305928,3.282201700210571,0.004548354514564534,-0.028507815870313744,3.949876564636499,7.889158149514755,-0.14594012836919423
3.3599999999999723,0.01,-0.5557264020769817,0.22467822022457104,1.531694126764933,0.4347505465153528,0.13262987388966885,0.1925634447925517,2.4523137829690986,7.29435839576441,-0.007302951713050053,0.8668468618238503,3.313775715827942,0.004548354514564534,-0.028507815870313744,3.949876564636499,7.889158149514755,-0.14594012836919423
3.369999999999972,0.01,-0.5435310693496354,0.230876240092835,1.546428667386373,0.4421086479142477,0.13697737935482238,0.2006043503737844,2.446756518948329,7.318466236159715,-0.0028089200611224876,0.942477796076938,3.505148296356201,0.004548354514564534,-0.028507815870313744,3.949876564636499,7.889158149514755,-0.14594012836919423
3.379999999999972,0.01,-0.486612388389261,0.2510198046646931,1.6357358716328938,0.5131909138944182,0.14139846583396484,0.20891601715058786,2.4413212082548323,7.342482251419782,0.0018700496256571037,1.0530153153699122,3.9314670848846434,0.004548354514564534,-0.028507815870313744,3.949876564636499,7.889158149514755,-0.14594012836919423
3.3899999999999717,0.01,-0.3639819411851993,0.28046039903894726,1.8346846396128336,0.6257786994224209,0.14653037497290902,0.2175009069898739,2.4364550843709396,7.366405016622466,0.006738953942308751,1.0530153153699122,3.9314670848846434,0.006743119363790517,-0.027522387634693356,3.9445732381455905,8.046899598696102,-0.15006354485469436
3.3999999999999715,0.01,-0.3610622668548636,0.28046039903894726,1.8346846396128336,0.602685108297172,0.15278816196713324,0.22635658209514187,2.4328152649590877,7.3902373196141165,0.011803800626058295,1.0530153153699122,3.9314670848846434,0.006743119363790517,-0.027522387634693356,3.9445732381455905,8.046899598696102,-0.15006354485469436
3.4099999999999713,0.01,-0.3588783752077525,0.28046039903894726,1.8346846396128336,0.5745250668231631,0.15881501305010495,0.23548369649642725,2.429204642290539,7.413988008118726,0.01707293783235835,1.0530153153699122,3.9314670848846434,0.006743119363790517,-0.027522387634693356,3.9445732381455905,8.046899598696102,-0.15006354485469436
3.419999999999971,0.01,-0.3567120016066232,0.28046039903894726,1.8346846396128336,0.5474042369497903,0.1645602637183366,0.24491420810311218,2.4256158585384613,7.437653717155902,0.022553607059771927,1.07628637206317,4.0228700876235965,0.006743119363790517,-0.027522387634693356,3.9445732381455905,8.046899598696102,-0.15006354485469436
3.429999999999971,0.01,-0.32896589058846964,0.2866584189072113,1.8773393742243452,0.5494416983499361,0.1700343060878345,0.2546697779922415,2.422048738522395,7.461230903986658,0.028252509626665704,1.1635528346628865,4.6447500705719,0.006743119363790517,-0.027522387634693356,3.9445732381455905,8.046899598696102,-0.15006354485469436
3.4399999999999706,0.01,-0.15269922335330513,0.3099009934132014,2.167550032933553,0.6294000929641509,0.17552872307133388,0.2647630285226709,2.4187590796165104,7.484715915352702,0.0341758744064641,1.2566370614359172,5.792465867996216,0.008432922227318895,-0.02544036635120579,3.936349871091626,8.243973126108884,-0.15515736388208615
3.4499999999999704,0.01,0.1706349952690342,0.33469307288625744,2.703150738398234,0.716239574167156,0.18182272400097538,0.2751960895412504,2.417232087382977,7.508107454037023,0.04033017911964039,1.2973614106491185,6.4925939655303955,0.008432922227318895,-0.02544036635120579,3.936349871091626,8.243973126108884,-0.15515736388208615
3.45999999999997,0.01,0.36758705791872454,0.34553960765571956,3.0298771839141847,0.7367259764463489,0.18898511974264695,0.2859499202348223,2.4189384373356675,7.53141834604908,0.04672575650011244,1.2973614106491185,6.4925939655303955,0.008432922227318895,-0.02544036635120579,3.936349871091626,8.243973126108884,-0.15515736388208615
3.46999999999997,0.01,0.3665632479471103,0.34553960765571956,3.0298771839141847,0.7044951956088268,0.19635237950711043,0.29700017097572273,2.4226143079148548,7.5546750096217785,0.053378118173105574,1.2973614106491185,6.4925939655303955,0.008432922227318895,-0.02370872548704801,3.9304874877374263,8.361904607394802,-0.158115063340392
3.47999999999997,0.01,0.36435772559959795,0.34553960765571956,3.0298771839141847,0.6713425266687411,0.2033973314631987,0.3083594321296441,2.426279940394326,7.577891001974526,0.060300813281844494,1.2973614106491185,6.4925939655303955,0.008986512887053377,-0.023047660098728856,3.9282655829181823,8.401241687398626,-0.15907869431918772
3.4899999999999696,0.01,0.36215834611191516,0.34553960765571956,3.0298771839141847,0.6396402428663439,0.2101107567298861,0.320071369087965,2.429923517650322,7.6010604662223225,0.0675021576970259,1.3846278732488346,7.879240188598633,0.008986512887053377,-0.023047660098728856,3.9282655829181823,8.401241687398626,-0.15907869431918772
3.4999999999999694,0.01,0.748233142217424,0.36878218216170955,3.676978754679362,0.7140214144432055,0.21650715915854954,0.33216604286783324,2.4335451011114415,7.624177280306685,0.07498986340385168,1.5649785626215822,9.711891803741455,0.011512451957119862,-0.021587121008535395,3.9238195477992903,8.480129044201032,-0.16096770787323342
3.509999999999969,0.01,1.2592026443807425,0.4168168361407558,4.532216175079346,0.9013935464199283,0.2236473733029816,0.3446623921725316,2.4410274325336156,7.647235143748237,0.08277119422994453,1.5649785626215822,9.682115383148194,0.011512451957119862,-0.021587121008535395,3.9238195477992903,8.480129044201032,-0.16096770787323342
3.519999999999969,0.01,1.2463758477613247,0.4168168361407558,4.518320512135824,0.869262582769984,0.23266130876718089,0.3575054831859754,2.453619458977423,7.670264408517291,0.09086529435503402,1.5649785626215822,9.682115383148194,0.011512451957119862,-0.021587121008535395,3.9238195477992903,8.480129044201032,-0.16096770787323342
3.5299999999999687,0.01,1.2388206318950403,0.4168168361407558,4.518320512135824,0.8286998731810872,0.24135393459488072,0.37064181683973,2.466083217455036,7.693306315880755,0.09929710021148032,1.5649785626215822,9.682115383148194,0.011512451957119862,-0.021587121008535395,3.9238195477992903,8.480129044201032,-0.16096770787323342
3.5399999999999685,0.01,1.2313423768084726,0.4168168361407558,4.518320512135824,0.7895830569564379,0.2496409333266916,0.38414982016426336,2.4784714237739864,7.716351297202113,0.10807693389097521,1.5649785626215822,9.682115383148194,0.014277675488259369,-0.019066235114049788,3.916864428821832,8.59733315505935,-0.1636439525533511
3.5499999999999683,0.01,1.2239094530171022,0.4168168361407558,4.518320512135824,0.752291562663289,0.25753676389625596,0.39808656393920294,2.4907848475420713,7.739390046394008,0.11721466312308701,1.5649785626215822,9.662448177337646,0.014277675488259369,-0.0181263214176306,3.91436405464534,8.636586759216838,-0.1644994802053055
3.559999999999968,0.01,1.2110145811292978,0.4168168361407558,4.509142482757568,0.7167603251002493,0.26505967952288884,0.41249193219230873,2.503023942072242,7.762413003746732,0.1267196276369173,1.5649785626215822,9.64140308380127,0.014277675488259369,-0.0181263214176306,3.91436405464534,8.636586759216838,-0.1644994802053055
3.569999999999968,0.01,1.19777849822101,0.4168168361407558,4.499321439107259,0.6829072047804015,0.27222728277389135,0.42739233922944836,2.5151340878835353,7.785410298612647,0.13660078719988664,1.5649785626215822,9.625006370544432,0.014277675488259369,-0.0181263214176306,3.91436405464534,8.636586759216838,-0.1644994802053055
3.5799999999999677,0.01,1.1859213310223198,0.4168168361407558,4.491669639587402,0.6506529901508901,0.2790563548216954,0.4428048469842829,2.5271118728657456,7.808371196003752,0.1468666110342669,1.5649785626215822,9.625006370544432,0.014277675488259369,-0.0181263214176306,3.91436405464534,8.636586759216838,-0.1644994802053055
3.5899999999999674,0.01,1.1787346600329935,0.4168168361407558,4.491669639587402,0.619922165935772,0.2855628847232043,0.45873827042751336,2.5389710861759687,7.831284541460648,0.15752531835602304,1.5649785626215822,9.625006370544432,0.01726744510411965,-0.01388694915731678,3.903393489065685,8.792966787643017,-0.16766153081101273
3.5999999999999672,0.01,1.1716191320468596,0.4168168361407558,4.491669639587402,0.5906427813789819,0.291762106382562,0.47519472433485666,2.5507584327762984,7.854138893262204,0.16858497573654294,1.5649785626215822,9.625006370544432,0.01726744510411965,-0.011458623691111662,3.897814080970925,8.870998181425705,-0.16906796946881297
