time,step-size,{controller}.c.acceleration,{controller}.c.desired_angle,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{rabbitmq_lidar}.r_lidar.angle,{rabbitmq_lidar}.r_lidar.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02908882086657205,9.0473180103302
0.01,0.01,2.533249042892456,-0.007747524835330005,-0.050358911429645034,0.0,0.0,-0.02327105669325769,9.049058179855349
0.02,0.01,2.5337362903594975,-0.006198019868264017,-0.04028712914371611,-5.035891142964504E-4,0.025332490428924558,-0.02908882086657205,9.048118238449096
0.03,0.01,2.5182736125083918,-0.007747524835330005,-0.04708558218671811,-9.064604057336115E-4,0.050669853332519534,-0.02908882086657205,9.047896986007691
0.04,0.01,2.5030092440826417,-0.007747524835330005,-0.04446691879237656,-0.0013773162276007926,0.07585258945760345,-0.02908882086657205,9.048542680740356
0.05,0.01,2.488080396932737,-0.007747524835330005,-0.041406355950239886,-0.0018219854155245583,0.10088268189842987,-0.02908882086657205,9.04854193687439
0.060000000000000005,0.01,2.4730621331857714,-0.007747524835330005,-0.038516006228735404,-0.002236048975026957,0.12576348586775724,-0.02327105669325769,9.04889778137207
0.07,0.01,2.458233287263525,-0.006198019868264017,-0.025752810806040888,-0.002621209037314311,0.15049410719961495,-0.02908882086657205,9.048097839355467
0.08,0.01,2.443170930699762,-0.007747524835330005,-0.03332105268710202,-0.00287873714537472,0.1750764400722502,-0.02908882086657205,9.046998491287232
0.09,0.01,2.4281137135170745,-0.007747524835330005,-0.03164711998470935,-0.0032119476722457406,0.19950814937924782,-0.02327105669325769,9.047045574188232
0.09999999999999999,0.01,2.4134678711451567,-0.006198019868264017,-0.019409469274118796,-0.003528418872092834,0.22378928651441857,-0.02908882086657205,9.049547872543336
0.10999999999999999,0.01,2.399599832403483,-0.007747524835330005,-0.027424188761041614,-0.0037225135648340218,0.24792396522587012,-0.02908882086657205,9.050745868682862
0.11999999999999998,0.01,2.385454464095679,-0.007747524835330005,-0.02616257325822389,-0.003996755452444438,0.27191996354990494,-0.02908882086657205,9.04581986427307
0.12999999999999998,0.01,2.3696775838665167,-0.007747524835330005,-0.024380000988756187,-0.004258381185026677,0.2957745081908617,-0.02908882086657205,9.045998821258545
0.13999999999999999,0.01,2.3554149650378755,-0.007747524835330005,-0.022679433726971635,-0.0045021811949142385,0.31947128402952685,-0.02327105669325769,9.044799661636352
0.15,0.01,2.3408611348404627,-0.006198019868264017,-0.01102295137677356,-0.004728975532183955,0.3430254336799056,-0.02327105669325769,9.044006662368774
0.16,0.01,2.326506605255313,-0.006198019868264017,-0.009548788184520405,-0.0048392050459516904,0.36643404502831023,-0.02327105669325769,9.044113864898682
0.17,0.01,2.3124914551546447,-0.006198019868264017,-0.008832296345030122,-0.004934692927796894,0.38969911108086336,-0.02327105669325769,9.04031460762024
0.18000000000000002,0.01,2.297468623485149,-0.006198019868264017,-0.0082116251130363,-0.0050230158912471954,0.41282402563240983,-0.02908882086657205,9.036139144897462
0.19000000000000003,0.01,2.2824245451918435,-0.007747524835330005,-0.017709308136538263,-0.005105132142377559,0.4357987118672613,-0.02327105669325769,9.034051094055176
0.20000000000000004,0.01,2.268055079215092,-0.006198019868264017,-0.00710377021826198,-0.0052822252237429415,0.45862295731917974,-0.02327105669325769,9.034051094055176
0.21000000000000005,0.01,2.2543605319439415,-0.006198019868264017,-0.0059526651893869915,-0.005353262925925561,0.48130350811133066,-0.02908882086657205,9.03412609100342
0.22000000000000006,0.01,2.240773200614159,-0.007747524835330005,-0.015562702411128886,-0.0054127895778194315,0.50384711343077,-0.02327105669325769,9.026626443862916
0.23000000000000007,0.01,2.2251471362231543,-0.006198019868264017,-0.005103996887889806,-0.00556841660193072,0.5262548454369116,-0.02908882086657205,9.021870756149292
0.24000000000000007,0.01,2.210370904459655,-0.007747524835330005,-0.014164203517095353,-0.005619456570809618,0.5485063167991431,-0.02908882086657205,9.053590049743653
0.25000000000000006,0.01,2.205901423848737,-0.007747524835330005,-0.013832443719382515,-0.005761098605980572,0.5706100258437397,-0.02327105669325769,9.053406991958616
0.26000000000000006,0.01,2.1925879422421684,-0.006198019868264017,-0.002839988204842391,-0.005899423043174397,0.592669040082227,-0.02908882086657205,9.049325971603391
0.2700000000000001,0.01,2.178209847999613,-0.007747524835330005,-0.012012661649011453,-0.005927822925222821,0.6145949195046486,-0.02908882086657205,9.05078468322754
0.2800000000000001,0.01,2.165462759600922,-0.007747524835330005,-0.011828062415696696,-0.006047949541712936,0.6363770179846447,-0.02327105669325769,9.0505219745636
0.2900000000000001,0.01,2.1523199420870207,-0.006198019868264017,-9.754571225820256E-4,-0.006166230165869903,0.658031645580654,-0.02908882086657205,9.045968866348266
0.3000000000000001,0.01,2.138052295229122,-0.007747524835330005,-0.010278415351490666,-0.006175984737095723,0.6795548450015242,-0.02327105669325769,9.03628710746765
0.3100000000000001,0.01,2.122427483090027,-0.006198019868264017,-1.4322835259391242E-4,-0.006278768890610629,0.7009353679538154,-0.02908882086657205,9.034229936599733
0.3200000000000001,0.01,2.1090231614756356,-0.007747524835330005,-0.009546913640675943,-0.006280201174136568,0.7221596427847157,-0.02327105669325769,9.030933952331544
0.3300000000000001,0.01,2.095365720982003,-0.006198019868264017,5.341784881715815E-4,-0.006375670310543327,0.743249874399472,-0.02908882086657205,9.028723764419556
0.34000000000000014,0.01,2.082092729397792,-0.007747524835330005,-0.008917054411113408,-0.006370328525661611,0.764203531609292,-0.02908882086657205,9.021149158477783
0.35000000000000014,0.01,2.067399645408204,-0.007747524835330005,-0.00895177601284456,-0.006459499069772745,0.7850244589032699,-0.02327105669325769,9.019829273223875
0.36000000000000015,0.01,2.0545375211607233,-0.006198019868264017,0.0016996148098067342,-0.006549016829901191,0.805698455357352,-0.02327105669325769,9.02064112663269
0.37000000000000016,0.01,2.042360442242742,-0.006198019868264017,0.0022814802506416288,-0.006532020681803123,0.8262438305689592,-0.02327105669325769,9.017739667892457
0.38000000000000017,0.01,2.029220808668512,-0.006198019868264017,0.002171005288004189,-0.006509205879296706,0.8466674349913866,-0.02908882086657205,9.01076162338257
0.3900000000000002,0.01,2.0150127935522875,-0.007747524835330005,-0.008049073214216444,-0.0064874958264166645,0.8669596430780717,-0.02327105669325769,9.006658763885499
0.4000000000000002,0.01,2.0016886680410964,-0.006198019868264017,0.0018815937279922086,-0.006567986558558829,0.8871097710135946,-0.02908882086657205,9.002495660781861
0.4100000000000002,0.01,1.9884329224107642,-0.007747524835330005,-0.0076669987990126455,-0.006549170621278907,0.9071266576940056,-0.02327105669325769,8.99745244026184
0.4200000000000002,0.01,1.9750106886569117,-0.006198019868264017,0.0022824798945967834,-0.006625840609269033,0.9270109869181132,-0.02327105669325769,8.991621198654174
0.4300000000000002,0.01,1.9614473434723005,-0.006198019868264017,0.0027808348165326026,-0.006603015810323065,0.9467610938046823,-0.02327105669325769,8.987180604934693
0.4400000000000002,0.01,1.9483539130989045,-0.006198019868264017,0.0026324736233838118,-0.006575207462157739,0.9663755672394053,-0.02327105669325769,8.980662231445313
0.45000000000000023,0.01,1.9347600844610446,-0.006198019868264017,0.002451719360309191,-0.006548882725923901,0.9858591063703943,-0.02327105669325769,8.97155185699463
0.46000000000000024,0.01,1.9205190561362597,-0.006198019868264017,0.0022806085747892435,-0.006524365532320809,1.0052067072150048,-0.02327105669325769,8.967945585250854
0.47000000000000025,0.01,1.907900739541236,-0.006198019868264017,0.0021212468163691466,-0.006501559446572916,1.0244118977763674,-0.02327105669325769,8.956050052642823
0.48000000000000026,0.01,1.8930468760741697,-0.006198019868264017,0.0019730072590078453,-0.006480346978409225,1.0434909051717798,-0.02327105669325769,8.954257783889771
0.49000000000000027,0.01,1.881097636386068,-0.006198019868264017,0.0018351262159438508,-0.006460616905819146,1.0624213739325215,-0.02327105669325769,8.946861267089844
0.5000000000000002,0.01,1.8676683304256432,-0.006198019868264017,0.0017068807441083383,-0.006442265643659707,1.081232350296382,-0.02327105669325769,8.935414113998412
0.5100000000000002,0.01,1.8531765417417259,-0.006198019868264017,0.0015875975400719855,-0.006425196836218624,1.0999090336006385,-0.02327105669325769,8.930740203857422
0.5200000000000002,0.01,1.8406618369196948,-0.006198019868264017,0.0014766502917049457,-0.006409320860817904,1.1184407990180558,-0.02327105669325769,8.928182067871093
0.5300000000000002,0.01,1.8288264995930723,-0.006198019868264017,0.001373456451600268,-0.006394554357900855,1.1368474173872527,-0.02327105669325769,8.91796305656433
0.5400000000000003,0.01,1.814921205405661,-0.006198019868264017,0.0012774741826394468,-0.006380819793384852,1.1551356823831833,-0.02327105669325769,8.91069619178772
0.5500000000000003,0.01,1.8019135242706512,-0.006198019868264017,0.0011881995132854272,-0.006368045051558457,1.1732848944372398,-0.02327105669325769,8.906918230056762
0.5600000000000003,0.01,1.7899661677535497,-0.006198019868264017,0.0011051636914138616,-0.006356163056425603,1.1913040296799464,-0.02327105669325769,8.8954372215271
0.5700000000000003,0.01,1.7759400042196205,-0.006198019868264017,0.0010279307230503065,-0.006345111419511464,1.209203691357482,-0.02327105669325769,8.889233436584473
0.5800000000000003,0.01,1.763463147429163,-0.006198019868264017,9.56095083108407E-4,-0.006334832112280961,1.226963091399678,-0.02327105669325769,8.88328091621399
0.5900000000000003,0.01,1.75114080170011,-0.006198019868264017,8.89279586110135E-4,-0.006325271161449876,1.2445977228739697,-0.02327105669325769,8.907526483535767
0.6000000000000003,0.01,1.747348781665633,-0.006198019868264017,8.271334057080859E-4,-0.006316378365588775,1.2621091308909709,-0.02327105669325769,8.896043653488158
0.6100000000000003,0.01,1.7336267444421019,-0.006198019868264017,7.693302326109244E-4,-0.006308107031531693,1.2795826187076271,-0.02327105669325769,8.88684871673584
0.6200000000000003,0.01,1.7205680694614587,-0.006198019868264017,7.155665612398961E-4,-0.006300413729205584,1.2969188861520482,-0.02327105669325769,8.885357999801636
0.6300000000000003,0.01,1.7097489082532291,-0.006198019868264017,6.655600961201873E-4,-0.006293258063593186,1.3141245668466628,-0.02327105669325769,8.878087034225464
0.6400000000000003,0.01,1.697389629475132,-0.006198019868264017,6.190482696395968E-4,-0.006286602462631984,1.3312220559291952,-0.01745329251994332,8.870483951568604
0.6500000000000004,0.01,1.685002272881692,-0.004648514901198027,0.010647569149320718,-0.006280411979935588,1.3481959522239464,-0.02327105669325769,8.856210432052613
0.6600000000000004,0.01,1.6708213496403637,-0.006198019868264017,5.355487258652115E-4,-0.006173936288442381,1.3650459749527633,-0.01745329251994332,8.848004446029663
0.6700000000000004,0.01,1.6584136599166475,-0.004648514901198027,0.009915239017088299,-0.006168580801183729,1.3817541884491669,-0.01745329251994332,8.839609298706055
0.6800000000000004,0.01,1.6460380905681953,-0.004648514901198027,0.00988042834990706,-0.006069428411012845,1.3983383250483334,-0.01745329251994332,8.831672773361205
