time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
8.899999999999855,0.01,1.670496415505035,-0.2693557786465239,0.18755443798333615,3.508147650681258,19.42193382239183,7.846001586165493,0.0,8.290132658192343,8.836928372503602,0.47705666221178333,13.4313343334198
8.909999999999854,0.01,1.655885022948789,-0.27222763807765626,0.1848608801968709,3.524852614836308,19.39547082607414,7.869032431130191,0.0,8.290132658192343,8.836928372503602,0.45960336969184024,13.43643515586853
8.919999999999854,0.01,1.6472902747414035,-0.2810249450939536,0.18213860381609434,3.541411465065796,19.368564168853375,7.891802815247202,0.0,8.290132658192343,8.836928372503602,0.4479678413452115,13.459178199768068
8.929999999999854,0.01,1.6437230168955814,-0.2827202460840529,0.17932835436515482,3.55788436781321,19.341218944382216,7.914306108675319,0.0,8.260582248482635,8.854401232077372,0.43633231299858233,13.43553360939026
8.939999999999854,0.01,1.6272187899413468,-0.28401966825841946,0.17650115190431429,3.574321597982166,19.313439988819333,7.936536352608042,0.0,8.260582248482635,8.854401232077372,0.43633231299858233,13.43553360939026
8.949999999999854,0.01,1.6173564518399735,-0.27129725718463704,0.17366095522173008,3.5905937858815795,19.285231976905532,7.958488244381897,0.0,8.260582248482635,8.854401232077372,0.4072434921320103,13.39326865196228
8.959999999999853,0.01,1.595758951020491,-0.2933802338719932,0.1709479826498837,3.6067673503999793,19.256600768155064,7.9801559682819345,0.0,8.260582248482635,8.854401232077372,0.3956079637853813,13.364914989471435
8.969999999999853,0.01,1.5781157868120141,-0.29511740200227865,0.16801418031116377,3.622724939910184,19.227551861434513,8.00153441748509,0.0,8.075622953106599,8.951604276816044,0.3839724354387526,13.41981472015381
8.979999999999853,0.01,1.583913157696956,-0.29586083618163284,0.16506300629114098,3.638506097778304,19.198091757449546,8.022617962543253,0.0,8.075622953106599,8.951604276816044,0.36651914291880927,13.379492120742798
8.989999999999853,0.01,1.5631541351410012,-0.30349887014692145,0.16210439792932466,3.6543452293552736,19.16822693915396,8.043401737237199,0.0,8.075622953106599,8.951604276816044,0.3607013787454949,13.36457275390625
8.999999999999853,0.01,1.549473233480586,-0.2971579048705449,0.15906940922785545,3.6699767707066835,19.137962090686177,8.063882529525419,0.0,8.075622953106599,8.951604276816044,0.3432480862255516,13.351424703598022
9.009999999999852,0.01,1.5364128545834363,-0.30441877276932466,0.15609783017915,3.6854715030414895,19.10730418723865,8.084055925520014,0.0,8.075622953106599,8.951604276816044,0.33161255787892263,13.345015153884887
9.019999999999852,0.01,1.5253213412628746,-0.30499221175374425,0.15305364245145675,3.700835631587324,19.07625976853475,8.103918304212154,0.0,7.911236718663333,9.022488432054011,0.3199770295322937,13.376549921035767
9.029999999999852,0.01,1.5249325989376206,-0.3052389116827188,0.15000372033391932,3.7160888449999527,19.04483536530061,8.123466330163152,0.0,7.911236718663333,9.022488432054011,0.30834150118566495,13.367217950820924
9.039999999999852,0.01,1.5131677192298871,-0.30545980685739427,0.14695133121709214,3.731338170989329,19.013037462359488,8.14269716475087,0.0,7.911236718663333,9.022488432054011,0.296705972839036,13.307752151489256
9.049999999999851,0.01,1.4873676998233945,-0.30566960053526615,0.1438967331485182,3.746469848181628,18.980871688938805,8.161608840374079,0.0,7.808650464566945,9.060287382861206,0.28507044449240726,13.348449926376343
9.059999999999851,0.01,1.4896840704763994,-0.3058694539302773,0.14084003714316554,3.761343525179862,18.948344698927354,8.18019912152118,0.0,7.773831688465264,9.0720837040337,0.2734349161457783,13.315052347183228
