time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{mq-local}.l.angle,{mq-local}.l.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09890199094634532,10.386781578063966
0.01,0.01,2.9082988418579103,-0.026341584440122107,4.847164736429851,-0.11853712998054948,0.0,0.0,-0.1047197551196597,10.387641553878783
0.02,0.01,2.908539635086059,-0.0278910894071881,4.847566058476765,-0.12550990233234646,-0.0011853712998054948,0.029082988418579103,-0.09890199094634532,10.383617868423462
0.03,0.01,2.889963210107422,-0.026341584440122107,4.845688338597616,-0.11320295913142475,-0.0024404703231289595,0.058168384769439696,-0.09890199094634532,10.383617868423462
0.04,0.01,2.8725119722969055,-0.026341584440122107,4.845688338597616,-0.10755501352646915,-0.0035724999144432067,0.08706801687051391,-0.09890199094634532,10.383617868423462
0.05,0.01,2.855172193036261,-0.026341584440122107,4.845688338597616,-0.10246088036555503,-0.004648050049707898,0.11579313659348296,-0.09890199094634532,10.383617868423462
0.060000000000000005,0.01,2.8379371212024793,-0.026341584440122107,4.845688338597616,-0.09762090475686394,-0.005672658853363448,0.14434485852384557,-0.09890199094634532,10.384532470703125
0.07,0.01,2.8210621766825676,-0.026341584440122107,4.846115152994791,-0.09301016514041396,-0.006648867900932088,0.17272422973587037,-0.1047197551196597,10.384332027435304
0.08,0.01,2.803978429840363,-0.0278910894071881,4.846021612803142,-0.09558999677815205,-0.007578969552336228,0.20093485150269605,-0.1047197551196597,10.384099683761598
0.09,0.01,2.7869870005516297,-0.0278910894071881,4.845913185755412,-0.09140453934683343,-0.008534869520117748,0.22897463580109967,-0.1047197551196597,10.384099683761598
0.09999999999999999,0.01,2.7701631299725875,-0.0278910894071881,4.845913185755412,-0.08710298949181658,-0.009448914913586083,0.25684450580661594,-0.1047197551196597,10.384099683761598
0.10999999999999999,0.01,2.7534412079692774,-0.0278910894071881,4.845913185755412,-0.08298978522120909,-0.010319944808504249,0.2845461371063418,-0.1047197551196597,10.384099683761598
0.11999999999999998,0.01,2.736820229189442,-0.0278910894071881,4.845913185755412,-0.07907015069407733,-0.01114984266071634,0.31208054918603456,-0.09890199094634532,10.383223505020142
0.12999999999999998,0.01,2.720054251894019,-0.026341584440122107,4.845504302342733,-0.06836283800732595,-0.011940544167657113,0.33944875147792897,-0.1047197551196597,10.381821842193604
0.13999999999999999,0.01,2.7032408649274515,-0.0278910894071881,4.844850193023682,-0.07177745357788945,-0.012624172547730373,0.3666492939968692,-0.1047197551196597,10.36613452911377
0.15,0.01,2.6825280917537344,-0.0278910894071881,4.83752944691976,-0.06870112586755978,-0.013341947083509267,0.3936817026461437,-0.1047197551196597,10.36613452911377
0.16,0.01,2.6663086465641697,-0.0278910894071881,4.83752944691976,-0.06547114045655475,-0.014028958342184865,0.42050698356368105,-0.1047197551196597,10.36613452911377
0.17,0.01,2.6502134780136473,-0.0278910894071881,4.83752944691976,-0.06237958979251456,-0.014683669746750413,0.44717007002932274,-0.1047197551196597,10.36613452911377
0.18000000000000002,0.01,2.6342156261342624,-0.0278910894071881,4.83752944691976,-0.05943338847196959,-0.015307465644675559,0.4736722048094592,-0.1047197551196597,10.359497022628783
0.19000000000000003,0.01,2.616455843450384,-0.0278910894071881,4.834431943893432,-0.056626306931306436,-0.015901799529395255,0.5000143610708019,-0.1047197551196597,10.348398351669312
0.20000000000000004,0.01,2.597542921824926,-0.0278910894071881,4.829252564112346,-0.05395180445006781,-0.016468062598708318,0.5261789195053057,-0.09890199094634532,10.352421493530274
0.21000000000000005,0.01,2.5829706664852936,-0.026341584440122107,4.831130030314128,-0.044430848286362054,-0.017007580643208994,0.552154348723555,-0.09890199094634532,10.352421493530274
0.22000000000000006,0.01,2.567385408954344,-0.026341584440122107,4.831130030314128,-0.042003017086109005,-0.017451889126072616,0.5779840553884079,-0.09890199094634532,10.352421493530274
0.23000000000000007,0.01,2.5518875849554323,-0.026341584440122107,4.831130030314128,-0.040003628913222705,-0.017871919296933707,0.6036579094779514,-0.09890199094634532,10.352421493530274
0.24000000000000007,0.01,2.5364832725017057,-0.026341584440122107,4.831130030314128,-0.038113493144347796,-0.018271955586065935,0.6291767853275058,-0.1047197551196597,10.3524497795105
0.25000000000000006,0.01,2.521179867066437,-0.0278910894071881,4.831143230438234,-0.04328610219504975,-0.018653090517509414,0.6545416180525229,-0.1047197551196597,10.347598533630372
0.26000000000000006,0.01,2.50460261858499,-0.0278910894071881,4.828879315694174,-0.04157099500355409,-0.01908595153945991,0.6797534167231872,-0.09890199094634532,10.336948585510251
0.2700000000000001,0.01,2.4864935539089577,-0.026341584440122107,4.823909339904784,-0.03265034805297988,-0.01950166148949545,0.7047994429090372,-0.09890199094634532,10.336948585510251
0.2800000000000001,0.01,2.471465938197448,-0.026341584440122107,4.823909339904784,-0.03077965327781995,-0.01982816497002525,0.7296643784481267,-0.09890199094634532,10.336948585510251
0.2900000000000001,0.01,2.456546976873994,-0.026341584440122107,4.823909339904784,-0.029310387615435855,-0.02013596150280345,0.7543790378301012,-0.09890199094634532,10.336948585510251
0.3000000000000001,0.01,2.4417181812448097,-0.026341584440122107,4.823909339904784,-0.02792530321793396,-0.020429065378957806,0.7789445075988412,-0.09890199094634532,10.36742024421692
0.3100000000000001,0.01,2.4355109638214327,-0.026341584440122107,4.838129447301229,-0.026606335775239354,-0.020708318411137145,0.8033616894112893,-0.09890199094634532,10.34744867324829
