time,step-size,{controller}.c.acceleration,{controller}.c.desired_angle,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{rabbitmq_lidar}.r_lidar.angle,{rabbitmq_lidar}.r_lidar.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005817764173314366,12.720296745300294
0.01,0.01,3.5616830886840822,0.001549504967065989,0.01007178228592893,0.0,0.0,0.0,12.717785482406615
0.02,0.01,3.5609799350738522,0.0,0.0,1.007178228592893E-4,0.035616830886840825,0.0,12.71948784828186
0.03,0.01,3.540086498986816,0.0,-6.546658485853805E-4,1.007178228592893E-4,0.07122663023757936,0.005817764173314366,12.720430669784546
0.04,0.01,3.5189846093971253,0.001549504967065989,0.009417116437343548,9.41711643734355E-5,0.10662749522744752,0.0,12.720354375839234
0.05,0.01,3.4977227280985175,0.0,-6.121125684273308E-4,1.8834232874687096E-4,0.14181734132141877,0.0,12.720192098617554
0.060000000000000005,0.01,3.4765633828200637,0.0,-0.0012242251368546613,1.8222120306259765E-4,0.17679456860240395,0.0,12.720468559265136
0.07,0.01,3.455654455432796,0.0,-0.0011844378199068848,1.6997895169405103E-4,0.21156020243060458,0.005817764173314366,12.719124450683594
0.08,0.01,3.4344187247330438,0.001549504967065989,0.008966919099917597,1.5813457349498218E-4,0.24611674698493255,0.0,12.720353546142578
0.09,0.01,3.4140289447289622,0.0,-0.0010278747277173842,2.4780376449415814E-4,0.280460934232263,0.005817764173314366,12.72138053894043
0.09999999999999999,0.01,3.3937099903639627,0.001549504967065989,0.008461057816716902,2.3752501721698428E-4,0.3146012236795526,0.005817764173314366,12.719976501464844
0.10999999999999999,0.01,3.3728326862024245,0.001549504967065989,0.00852786967401853,3.221355953841533E-4,0.34853832358319226,0.005817764173314366,12.718055000305176
0.11999999999999998,0.01,3.351932405935534,0.001549504967065989,0.007977900915931932,4.0741429212433865E-4,0.3822666504452165,0.0,12.721667165756225
0.12999999999999998,0.01,3.3327068161446127,0.0,-0.002648192898808201,4.87193301283658E-4,0.4157859745045719,0.0,12.717528915405271
0.13999999999999999,0.01,3.3114365116107325,0.0,-0.0031667564583437767,4.60711372295576E-4,0.44911304266601804,0.0,12.718859481811524
0.15,0.01,3.2918128293076157,0.0,-0.002994623919921244,4.290438077121382E-4,0.48222740778212536,0.0,12.718277225494385
