time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{rabbitmq}.r.angle,{rabbitmq}.r.distance
14.549999999999734,0.01,-0.2230754130976436,-0.1308447727075624,0.010662208243492233,3.135505870735337,-14.886022877389665,5.955242494851936,-0.06399540590645869,5.890195598602295
14.559999999999734,0.01,-0.23204875483255946,-0.12468043296548231,0.009353760516416608,3.1332751166043606,-14.884430907382695,5.923927876252335,-0.06981317007977306,5.859544515609741
14.569999999999734,0.01,-0.23929260559188872,-0.12576519054543894,0.008106956186761785,3.130954629056035,-14.882762229232403,5.892639590762971,-0.06981317007977306,5.834374217987061
14.579999999999734,0.01,-0.24494799639724388,-0.12015457106199223,0.006849304281307395,3.128561703000116,-14.881021539588975,5.861378469726034,-0.06981317007977306,5.798598213195801
14.589999999999733,0.01,-0.25352952210524515,-0.11449513748744748,0.005647758570687473,3.1261122230361433,-14.879213389836753,5.830145147337575,-0.06981317007977306,5.778367223739624
14.599999999999733,0.01,-0.25772451117459105,-0.10908818178965783,0.004502807195812998,3.123576927815091,-14.877342278623065,5.798940072334819,-0.06981317007977306,5.750210018157959
14.609999999999733,0.01,-0.26408735160482616,-0.1039359006027227,0.0034119253779164196,3.120999682703345,-14.87541258941129,5.767763966389017,-0.06981317007977306,5.722712163925171
14.619999999999733,0.01,-0.27024040372295915,-0.0990269324221881,0.0023725663718891926,3.1183588091872965,-14.87342854389317,5.73661709711897,-0.06981317007977306,5.688789415359497
14.629999999999733,0.01,-0.27815424921171866,-0.09434981689506558,0.0013822970476673115,3.115656405150067,-14.871394250285567,5.705499934398026,-0.06981317007977306,5.66611123085022
14.639999999999732,0.01,-0.2828826984519784,-0.08989360493606711,4.3879887871665565E-4,3.1128748626579497,-14.869313691322922,5.674412915275919,-0.07563093425308764,5.630093669891357
14.649999999999732,0.01,-0.29129869002518977,-0.09262063552758637,-4.601371706440155E-4,3.11004603567343,-14.867190741362903,5.643356642567753,-0.06981317007977306,5.606680488586425
14.659999999999732,0.01,-0.29615708459985884,-0.08160265095366613,-0.0013863435259198792,3.107133048773178,-14.86502913308704,5.612331393429953,-0.07563093425308764,5.571150884628296
14.669999999999732,0.01,-0.3043575815679838,-0.08440749470672197,-0.0022023700354565404,3.1041714779271796,-14.86283250953064,5.5813378066218835,-0.07563093425308764,5.533872051239014
14.679999999999731,0.01,-0.313018712409384,-0.080735375413807,-0.00304644498252376,3.1011279021114997,-14.860604460865433,5.5503761552514685,-0.07563093425308764,5.508616390228272
14.689999999999731,0.01,-0.3182641520029835,-0.0769370381520045,-0.00385379873666183,3.097997714987406,-14.858348393725967,5.519447049419135,-0.07563093425308764,5.486252269744873
14.699999999999731,0.01,-0.32264799346387923,-0.07330394625838318,-0.004623169118181875,3.0948150734673763,-14.856067694174644,5.488551137169076,-0.06981317007977306,5.458002700805664
14.70999999999973,0.01,-0.3286482878548398,-0.06286900718974578,-0.005356208580765707,3.0915885935327374,-14.853765607464771,5.457688725878376,-0.06981317007977306,5.430805177688598
14.71999999999973,0.01,-0.33432770636683473,-0.05957032960811852,-0.005984898652663165,3.088302110654189,-14.85144525746032,5.426860038280247,-0.06981317007977306,5.398214979171753
14.72999999999973,0.01,-0.34148107222442253,-0.056741224284579964,-0.00658060194874435,3.0849588335905205,-14.849109669725015,5.396065460468597,-0.07563093425308764,5.360927619934082
14.73999999999973,0.01,-0.3499155665727692,-0.06103333180401185,-0.007148014191590149,3.0815440228682762,-14.846761671165535,5.365305356384581,-0.07563093425308764,5.336902990341186
