time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{rabbit}.r.angle,{rabbit}.r.distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005817764173314366,10.005339651107787
0.01,0.01,2.3345792519251503,-7.747524835329945E-4,0.0,0.0,0.0,0.0,-0.005817764173314366,10.004247856140136
0.02,0.01,2.3343244997660317,-7.747524835329945E-4,-7.747524835329946E-6,0.023345792519251504,0.0,0.0,-0.005817764173314366,10.004158029556274
0.03,0.01,2.3226306439701716,-7.708787211153296E-4,-1.5495049670659892E-5,0.04668903751691182,2.3345792519251503E-4,0.0,-0.005817764173314366,10.004696798324584
0.04,0.01,2.311084734183947,-7.670049586976646E-4,-2.3203836881813185E-5,0.06991534395661354,7.003483003616333E-4,-2.5574635389721528E-12,-0.005817764173314366,10.005470209121704
0.05,0.01,2.2996520434834244,-7.631505650920879E-4,-3.0873886468789833E-5,0.09302619129845302,0.0013995017399277684,-2.170522797059029E-11,-0.005817764173314366,10.007012701034546
0.060000000000000005,0.01,2.2884565345921675,-7.593155402985996E-4,-3.850539211971071E-5,0.11602271173328726,0.0023297636522567455,-3.4945506798116386E-8,-0.005817764173314366,10.003590955734252
0.07,0.01,2.276159867138015,-7.554997874731392E-4,-4.609854752269671E-5,0.13890727707920894,0.0034899907695819673,-3.073200254943555E-8,-0.005817764173314366,10.003319435119629
0.08,0.01,2.2646542296549756,-7.517032097716462E-4,-5.36535453974281E-5,0.16166887575058908,0.004879063540361141,-2.4741798874840932E-8,-0.005817764173314366,10.00182918548584
0.09,0.01,2.252925705404735,-7.479257108342805E-4,-6.117057749514457E-5,0.18431541804713883,0.006495752272316119,-3.1217134918808376E-7,-0.005817764173314366,10.001101741790771
0.09999999999999999,0.01,2.241432697394277,-7.441671947854223E-4,-6.864983460348738E-5,0.20684467510118618,0.008338906347327696,3.1133275881728327E-7,-0.005817764173314366,10.003879652023317
0.10999999999999999,0.01,2.2308162479215143,-7.404275662312509E-4,-7.60915065513416E-5,0.22925900207512895,0.010407352612431284,-1.1064650219745283E-6,-0.005817764173314366,10.004013662338258
0.11999999999999998,0.01,2.2196403535080287,-7.367067302573237E-4,-8.349578221365412E-5,0.2515671645543441,0.012699941677524904,9.868246300812142E-7,-0.005817764173314366,10.002135190963743
0.12999999999999998,0.01,2.208047962281035,-7.330045924261675E-4,-9.086284951622735E-5,0.27376356808942437,0.01521561147273007,-2.064352788257701E-6,-0.005817764173314366,9.997509317398071
0.13999999999999999,0.01,2.195870390014838,-7.293210587748809E-4,-9.819289544048903E-5,0.2958440477122347,0.01795324520990451,1.1979147668342516E-6,-0.005817764173314366,9.997455101013184
0.15,0.01,2.1848174997136254,-7.2565603581275E-4,-1.0548610602823784E-4,0.3178027516123831,0.020911683679653025,-2.2484438856040834E-6,-0.005817764173314366,9.995105781555177
0.16,0.01,2.1732899732233495,-7.220094305188757E-4,-1.1274266638636535E-4,0.33965092660951934,0.02408971015587911,3.22479339306213E-7,-0.005817764173314366,9.998200969696043
